Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
2025-26,203954,Joel Embiid,1610612755,PHI,31.0,7-0,84,280,Kansas,Cameroon,2014,1,3,9,18.2,5.6,3.0,1.3,0.051,0.158,0.327,0.518,0.189
2025-26,1628381,John Collins,1610612746,LAC,28.0,6-9,81,226,Wake Forest,USA,2017,1,19,24,12.2,4.8,0.7,-4.6,0.05,0.128,0.185,0.58,0.037
2025-26,1629723,John Konchar,1610612763,MEM,29.0,6-5,77,210,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,22,3.0,2.7,1.2,2.4,0.036,0.146,0.085,0.61,0.129
2025-26,1641780,Johni Broome,1610612755,PHI,23.0,6-10,82,235,Auburn,USA,2025,2,35,6,1.7,2.2,0.7,-29.4,0.122,0.189,0.242,0.23,0.167
2025-26,1642277,Johnny Furphy,1610612754,IND,20.0,6-8,80,200,Kansas,Australia,2024,2,35,5,2.0,1.8,0.2,-11.0,0.015,0.127,0.084,0.5,0.019
2025-26,1630548,Johnny Juzang,1610612750,MIN,24.0,6-7,79,226,UCLA,USA,Undrafted,Undrafted,Undrafted,8,1.1,0.4,0.1,20.9,0.048,0.087,0.193,0.455,0.056
2025-26,202685,Jonas Valančiūnas,1610612743,DEN,33.0,6-11,83,265,None,Lithuania,2011,1,5,23,8.2,4.6,1.2,-0.7,0.112,0.247,0.265,0.613,0.16
2025-26,1628371,Jonathan Isaac,1610612753,ORL,28.0,6-10,82,230,Florida State,USA,2017,1,6,21,3.0,3.1,0.1,-4.3,0.065,0.209,0.127,0.519,0.015
2025-26,1630228,Jonathan Kuminga,1610612744,GSW,23.0,6-7,79,225,None,DRC,2021,1,7,17,12.4,6.3,2.6,-4.5,0.061,0.185,0.237,0.526,0.161
2025-26,1642367,Jonathan Mogbo,1610612761,TOR,24.0,6-9,81,225,San Francisco,USA,2024,2,31,10,1.0,1.4,0.6,-5.8,0.093,0.2,0.094,0.455,0.176
2025-26,203903,Jordan Clarkson,1610612752,NYK,33.0,6-5,77,194,Missouri,USA,2014,2,46,23,9.8,2.0,1.7,4.4,0.043,0.053,0.215,0.531,0.127
2025-26,1630692,Jordan Goodwin,1610612756,PHX,27.0,6-3,75,215,St. Louis,USA,Undrafted,Undrafted,Undrafted,20,8.5,4.3,2.1,7.6,0.084,0.129,0.181,0.524,0.142
2025-26,1641722,Jordan Hawkins,1610612740,NOP,23.0,6-5,77,190,Connecticut,USA,2023,1,14,20,5.5,1.8,1.0,-8.3,0.025,0.083,0.174,0.453,0.087
2025-26,1629162,Jordan McLaughlin,1610612759,SAS,29.0,5-11,71,185,Southern California,USA,Undrafted,Undrafted,Undrafted,8,3.5,0.8,1.3,-4.8,0.038,0.043,0.141,0.553,0.175
2025-26,1641757,Jordan Miller,1610612746,LAC,25.0,6-5,77,194,Miami,USA,2023,2,48,4,8.5,2.3,0.8,-6.4,0.063,0.122,0.231,0.7,0.094
2025-26,1629673,Jordan Poole,1610612740,NOP,26.0,6-4,76,194,Michigan,USA,2019,1,28,7,17.3,1.7,3.4,-21.9,0.012,0.048,0.235,0.535,0.189
2025-26,1641775,Jordan Walsh,1610612738,BOS,21.0,6-6,78,205,Arkansas,USA,2023,2,38,20,7.1,4.8,1.1,13.7,0.08,0.144,0.115,0.69,0.065
2025-26,1630631,Jose Alvarado,1610612740,NOP,27.0,6-0,72,179,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,23,9.1,2.8,2.9,-4.3,0.019,0.104,0.171,0.581,0.197
2025-26,1630581,Josh Giddey,1610612741,CHI,23.0,6-7,79,216,None,Australia,2021,1,6,21,20.3,9.5,8.9,-3.3,0.036,0.214,0.251,0.582,0.395
2025-26,1628404,Josh Hart,1610612752,NYK,30.0,6-5,77,215,Villanova,USA,2017,1,30,22,12.0,7.9,5.0,8.7,0.058,0.207,0.165,0.615,0.226
2025-26,1631169,Josh Minott,1610612738,BOS,23.0,6-8,80,205,Memphis,USA,2022,2,45,23,7.3,4.7,1.3,6.9,0.08,0.148,0.139,0.653,0.095
2025-26,1629006,Josh Okogie,1610612745,HOU,27.0,6-4,76,213,Georgia Tech,Nigeria,2018,1,20,21,6.5,2.9,1.0,10.8,0.061,0.076,0.126,0.587,0.056
2025-26,201950,Jrue Holiday,1610612757,POR,35.0,6-4,76,220,UCLA,USA,2009,1,17,12,16.7,5.3,8.3,2.4,0.037,0.116,0.208,0.565,0.346
2025-26,1630577,Julian Champagnie,1610612759,SAS,24.0,6-7,79,217,St. John's,USA,Undrafted,Undrafted,Undrafted,22,10.9,5.3,1.4,3.6,0.031,0.146,0.147,0.586,0.062
2025-26,1641763,Julian Phillips,1610612741,CHI,22.0,6-6,78,198,Tennessee,USA,2023,2,35,21,3.0,1.4,0.3,4.4,0.072,0.057,0.111,0.538,0.04
2025-26,1631124,Julian Strawther,1610612743,DEN,23.0,6-6,78,205,Gonzaga,USA,2023,1,29,9,3.7,1.6,0.4,-2.7,0.0,0.159,0.221,0.462,0.103
2025-26,203944,Julius Randle,1610612750,MIN,31.0,6-9,81,250,Kentucky,USA,2014,1,7,23,23.0,7.3,5.9,8.0,0.048,0.163,0.261,0.615,0.257
2025-26,1630551,Justin Champagnie,1610612764,WAS,24.0,6-6,78,206,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,20,4.7,3.8,0.9,-20.8,0.116,0.173,0.137,0.562,0.095
2025-26,1642348,Justin Edwards,1610612755,PHI,21.0,6-7,79,203,Kentucky,USA,Undrafted,Undrafted,Undrafted,20,6.2,1.9,1.4,-10.3,0.032,0.074,0.154,0.545,0.117
2025-26,203994,Jusuf Nurkić,1610612762,UTA,31.0,6-11,83,290,None,Bosnia and Herzegovina,2014,1,16,22,8.2,9.2,3.7,-10.5,0.084,0.273,0.177,0.487,0.226
2025-26,1642354,KJ Simpson,1610612766,CHA,23.0,6-2,74,189,Colorado,USA,2024,2,42,11,5.8,2.2,2.4,-7.4,0.023,0.127,0.216,0.456,0.255
2025-26,1626157,Karl-Anthony Towns,1610612752,NYK,30.0,7-0,84,248,Kentucky,USA,2015,1,1,22,22.5,11.9,3.4,9.6,0.09,0.264,0.262,0.601,0.145
2025-26,1631255,Karlo Matković,1610612740,NOP,24.0,6-10,82,231,None,Bosnia and Herzegovina,2022,2,52,14,5.0,2.9,0.8,-3.1,0.047,0.191,0.137,0.737,0.097
2025-26,1642857,Kasparas Jakučionis,1610612748,MIA,19.0,6-5,77,200,Illinois-Urbana-Champaign,Lithuania,2025,1,20,1,0.0,0.0,0.0,-66.7,0.0,0.0,0.667,0.0,0.0
2025-26,202695,Kawhi Leonard,1610612746,LAC,34.0,6-6,78,225,San Diego State,USA,2011,1,15,14,25.4,5.5,3.0,-4.4,0.021,0.163,0.301,0.614,0.157
2025-26,1630811,Keaton Wallace,1610612737,ATL,26.0,6-3,75,185,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,23,4.3,1.5,2.8,-6.3,0.003,0.098,0.141,0.53,0.285
2025-26,1631099,Keegan Murray,1610612758,SAC,25.0,6-8,80,225,Iowa,USA,2022,1,4,8,16.4,7.1,1.6,-5.2,0.042,0.138,0.178,0.531,0.06
2025-26,1642276,Kel'el Ware,1610612748,MIA,21.0,7-0,84,230,Indiana,USA,2024,1,15,24,11.6,10.3,0.6,-1.3,0.119,0.238,0.166,0.624,0.032
2025-26,1629640,Keldon Johnson,1610612759,SAS,26.0,6-6,78,220,Kentucky,USA,2019,1,29,22,13.0,6.5,1.8,2.6,0.077,0.179,0.183,0.652,0.108
2025-26,203482,Kelly Olynyk,1610612759,SAS,34.0,7-0,84,240,Gonzaga,Canada,2013,1,13,12,4.2,2.6,1.6,2.2,0.074,0.153,0.16,0.633,0.2
2025-26,1626162,Kelly Oubre Jr.,1610612755,PHI,29.0,6-8,80,203,Kansas,USA,2015,1,15,12,16.8,5.1,1.3,1.3,0.032,0.1,0.18,0.606,0.058
2025-26,1629026,Kenrich Williams,1610612760,OKC,31.0,6-7,79,210,TCU,USA,Undrafted,Undrafted,Undrafted,6,6.2,3.0,2.2,16.9,0.041,0.156,0.145,0.669,0.16
2025-26,203484,Kentavious Caldwell-Pope,1610612763,MEM,32.0,6-5,77,204,Georgia,USA,2013,1,8,24,7.6,2.3,3.1,-6.5,0.016,0.089,0.157,0.527,0.207
2025-26,1631165,Keon Ellis,1610612758,SAC,25.0,6-4,76,175,Alabama,USA,Undrafted,Undrafted,Undrafted,22,5.3,1.3,0.5,-13.7,0.013,0.068,0.132,0.557,0.047
2025-26,1642352,Keshad Johnson,1610612748,MIA,24.0,6-6,78,225,Arizona,USA,Undrafted,Undrafted,Undrafted,9,3.9,3.1,0.1,2.3,0.065,0.165,0.148,0.439,0.012
2025-26,201142,Kevin Durant,1610612745,HOU,37.0,6-11,83,240,Texas,USA,2007,1,2,19,25.3,4.8,3.9,11.5,0.009,0.121,0.258,0.62,0.166
2025-26,1628989,Kevin Huerter,1610612741,CHI,27.0,6-6,78,198,Maryland,USA,2018,1,19,19,11.9,3.3,2.4,-5.9,0.019,0.107,0.194,0.578,0.14
2025-26,201567,Kevin Love,1610612762,UTA,37.0,6-10,82,251,UCLA,USA,2008,1,5,14,5.5,4.3,1.8,-17.8,0.094,0.216,0.16,0.584,0.161
2025-26,1629645,Kevin Porter Jr.,1610612749,MIL,25.0,6-5,77,203,Southern California,USA,2019,1,30,6,21.8,3.5,5.8,-0.8,0.019,0.099,0.26,0.737,0.33
2025-26,1626172,Kevon Looney,1610612740,NOP,29.0,6-9,81,222,UCLA,USA,2015,1,30,12,2.7,3.9,1.4,-19.3,0.111,0.174,0.11,0.449,0.165
2025-26,1641718,Keyonte George,1610612762,UTA,22.0,6-4,76,185,Baylor,USA,2023,1,16,23,22.2,3.9,6.7,-10.4,0.013,0.099,0.272,0.585,0.32
2025-26,1642863,Khaman Maluach,1610612756,PHX,19.0,7-1,85,250,Duke,South Sudan,2025,1,10,11,1.4,0.8,0.1,-16.9,0.035,0.184,0.145,0.555,0.029
2025-26,203114,Khris Middleton,1610612764,WAS,34.0,6-7,79,222,Texas A&M,USA,2012,2,39,16,10.4,4.2,3.5,-10.8,0.043,0.113,0.173,0.566,0.181
2025-26,202691,Klay Thompson,1610612742,DAL,35.0,6-5,77,220,Washington State,USA,2011,1,11,23,11.0,2.6,1.3,-3.0,0.012,0.091,0.21,0.507,0.101
2025-26,1641738,Kobe Brown,1610612746,LAC,25.0,6-7,79,250,Missouri,USA,2023,1,30,16,3.8,2.2,1.1,-11.9,0.052,0.121,0.148,0.542,0.152
2025-26,1642920,Kobe Sanders,1610612746,LAC,23.0,6-8,80,207,Nevada,USA,2025,2,50,16,6.9,2.0,1.3,0.5,0.025,0.069,0.154,0.564,0.095
2025-26,1642886,Koby Brea,1610612756,PHX,23.0,6-5,77,215,Kentucky,USA,2025,2,41,2,2.0,0.5,1.0,-55.6,0.0,0.1,0.182,0.515,0.4
2025-26,1642851,Kon Knueppel,1610612766,CHA,20.0,6-6,78,215,Duke,USA,2025,1,4,24,18.0,5.5,3.3,-3.4,0.027,0.134,0.208,0.613,0.148
2025-26,1627739,Kris Dunn,1610612746,LAC,31.0,6-3,75,205,Providence,USA,2016,1,5,24,7.7,2.8,2.7,-8.9,0.035,0.077,0.13,0.572,0.145
2025-26,1631200,Kris Murray,1610612757,POR,25.0,6-8,80,218,Iowa,USA,2023,1,23,22,5.5,3.8,1.1,-8.5,0.062,0.082,0.096,0.522,0.061
2025-26,204001,Kristaps Porziņģis,1610612737,ATL,30.0,7-2,86,240,None,Latvia,2015,1,4,13,19.2,5.6,3.1,3.4,0.055,0.156,0.254,0.631,0.171
2025-26,203937,Kyle Anderson,1610612762,UTA,32.0,6-8,80,230,UCLA,USA,2014,1,30,8,7.5,2.8,3.3,-7.5,0.046,0.103,0.168,0.581,0.265
2025-26,1642271,Kyle Filipowski,1610612762,UTA,22.0,6-11,83,250,Duke,USA,2024,2,32,22,9.6,6.4,2.5,-4.1,0.075,0.198,0.169,0.574,0.154
2025-26,1628398,Kyle Kuzma,1610612749,MIL,30.0,6-8,80,221,Utah,USA,2017,1,27,24,12.8,4.4,2.2,-2.0,0.032,0.131,0.208,0.577,0.124
2025-26,200768,Kyle Lowry,1610612755,PHI,39.0,6-0,72,196,Villanova,USA,2006,1,24,3,2.0,0.3,1.3,21.2,0.0,0.04,0.069,0.75,0.182
2025-26,1642273,Kyshawn George,1610612764,WAS,21.0,6-8,80,200,Miami,Switzerland,2024,1,24,20,15.2,5.9,4.8,-14.7,0.024,0.152,0.208,0.6,0.222
2025-26,1630163,LaMelo Ball,1610612766,CHA,24.0,6-7,79,180,None,USA,2020,1,3,16,19.4,6.0,8.5,-0.4,0.036,0.168,0.309,0.507,0.44
2025-26,1642950,Lachlan Olbrich,1610612741,CHI,21.0,6-8,80,236,None,Australia,2025,2,55,5,0.4,2.2,0.6,-13.6,0.068,0.242,0.087,0.167,0.107
2025-26,1629013,Landry Shamet,1610612752,NYK,28.0,6-5,77,190,Wichita State,USA,2018,1,26,15,9.3,2.0,1.2,1.7,0.019,0.07,0.144,0.644,0.079
2025-26,1626204,Larry Nance Jr.,1610612739,CLE,32.0,6-6,78,245,Wyoming,USA,2015,1,27,16,3.6,2.8,1.3,-5.6,0.049,0.135,0.13,0.43,0.116
2025-26,1628374,Lauri Markkanen,1610612762,UTA,28.0,7-1,85,240,Arizona,Finland,2017,1,7,22,27.6,6.5,2.0,-4.4,0.057,0.117,0.266,0.613,0.099
2025-26,2544,LeBron James,1610612747,LAL,40.0,6-9,81,250,None,USA,2003,1,1,7,16.1,4.7,7.6,1.2,0.024,0.12,0.22,0.53,0.306
2025-26,1631159,Leonard Miller,1610612750,MIN,22.0,6-10,82,220,None,Canada,2023,2,33,9,1.7,1.2,0.4,-4.3,0.024,0.227,0.18,0.528,0.129
2025-26,1642862,Liam McNeeley,1610612766,CHA,20.0,6-7,79,210,Connecticut,USA,2025,1,29,18,4.9,2.4,0.9,1.6,0.03,0.137,0.141,0.585,0.091
2025-26,1630322,Lindy Waters III,1610612759,SAS,28.0,6-5,77,210,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,11,2.3,1.2,0.5,-2.5,0.022,0.125,0.117,0.543,0.078
2025-26,1628366,Lonzo Ball,1610612739,CLE,28.0,6-5,77,190,UCLA,USA,2017,1,2,18,5.5,4.6,4.9,0.5,0.035,0.149,0.14,0.418,0.277
2025-26,1629652,Luguentz Dort,1610612760,OKC,26.0,6-4,76,220,Arizona State,Canada,Undrafted,Undrafted,Undrafted,15,8.0,3.9,1.1,14.3,0.042,0.084,0.123,0.518,0.049
2025-26,1629029,Luka Dončić,1610612747,LAL,26.0,6-8,80,230,None,Slovenia,2018,1,3,17,35.0,9.2,9.1,5.6,0.025,0.221,0.368,0.62,0.399
2025-26,1630568,Luka Garza,1610612738,BOS,26.0,6-10,82,243,Iowa,USA,2021,2,52,19,6.1,3.5,0.8,-7.5,0.131,0.111,0.15,0.687,0.089
2025-26,1628379,Luke Kennard,1610612737,ATL,29.0,6-5,77,206,Duke,USA,2017,1,12,22,7.6,2.0,2.3,0.9,0.025,0.066,0.141,0.645,0.15
2025-26,1628436,Luke Kornet,1610612759,SAS,30.0,7-1,85,250,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,14,7.6,6.0,2.4,5.3,0.102,0.117,0.101,0.703,0.123
2025-26,1631247,Luke Travers,1610612739,CLE,24.0,6-6,78,207,None,Australia,2022,2,56,11,2.2,1.9,0.8,-12.7,0.065,0.123,0.161,0.316,0.132
2025-26,1630644,Mac McClung,1610612754,IND,26.0,6-2,74,185,Texas Tech,USA,Undrafted,Undrafted,Undrafted,3,6.3,1.3,0.3,-15.8,0.0,0.138,0.216,0.481,0.048
2025-26,1631103,Malaki Branham,1610612764,WAS,22.0,6-4,76,180,Ohio State,USA,2022,1,20,11,3.6,1.6,0.9,-19.6,0.053,0.146,0.206,0.543,0.196
2025-26,1628370,Malik Monk,1610612758,SAC,27.0,6-3,75,200,Kentucky,USA,2017,1,11,20,13.3,1.9,2.4,-2.9,0.016,0.059,0.221,0.562,0.15
2025-26,1631204,Marcus Sasser,1610612765,DET,25.0,6-1,73,195,Houston,USA,2023,1,25,1,0.0,0.0,2.0,-124.2,0.0,0.0,0.077,0.0,0.667
2025-26,203935,Marcus Smart,1610612747,LAL,31.0,6-3,75,220,Oklahoma State,USA,2014,1,6,14,9.3,2.3,2.9,9.1,0.025,0.059,0.16,0.555,0.141
2025-26,1641813,Mark Sears,1610612749,MIL,23.0,6-0,72,185,Alabama,USA,Undrafted,Undrafted,Undrafted,7,3.1,0.3,0.3,21.4,0.053,0.045,0.344,0.666,0.125
2025-26,1631109,Mark Williams,1610612756,PHX,23.0,7-1,85,240,Duke,USA,2022,1,15,19,12.7,8.7,1.0,4.6,0.124,0.211,0.168,0.685,0.06
2025-26,1628963,Marvin Bagley III,1610612764,WAS,26.0,6-10,82,235,Duke,USA,2018,1,2,18,8.5,4.8,1.3,-13.2,0.112,0.135,0.167,0.645,0.106
2025-26,203486,Mason Plumlee,1610612766,CHA,35.0,7-0,84,254,Duke,USA,2013,1,22,10,1.7,2.9,1.1,11.8,0.086,0.244,0.075,0.784,0.139
2025-26,1641824,Matas Buzelis,1610612741,CHI,21.0,6-8,80,209,None,USA,2024,1,11,23,14.0,5.7,1.6,-4.1,0.041,0.145,0.199,0.575,0.081
2025-26,1629680,Matisse Thybulle,1610612757,POR,28.0,6-5,77,202,Washington,USA,2019,1,20,4,5.0,1.0,0.8,21.0,0.0,0.089,0.102,0.85,0.091
2025-26,1631108,Max Christie,1610612742,DAL,22.0,6-5,77,190,Michigan State,USA,2022,2,35,25,11.8,3.2,1.9,-3.8,0.004,0.099,0.147,0.66,0.093
2025-26,1628467,Maxi Kleber,1610612747,LAL,33.0,6-10,82,240,None,Germany,Undrafted,Undrafted,Undrafted,10,1.8,1.8,0.6,14.2,0.056,0.104,0.067,0.537,0.068
2025-26,1642875,Maxime Raynaud,1610612758,SAC,22.0,7-1,85,250,Stanford,France,2025,2,42,15,7.8,4.1,0.9,-8.6,0.054,0.194,0.183,0.579,0.073
2025-26,1642877,Micah Peavy,1610612740,NOP,24.0,6-7,79,215,Georgetown,USA,2025,2,40,20,4.9,2.5,1.2,-5.8,0.064,0.084,0.144,0.453,0.095
2025-26,1629008,Michael Porter Jr.,1610612751,BKN,27.0,6-10,82,218,Missouri,USA,2018,1,14,19,25.8,7.6,3.2,-4.8,0.036,0.199,0.286,0.624,0.166
2025-26,1628969,Mikal Bridges,1610612752,NYK,29.0,6-6,78,209,Villanova,USA,2018,1,10,23,16.5,4.6,4.3,8.9,0.035,0.096,0.166,0.638,0.17
2025-26,201144,Mike Conley,1610612750,MIN,38.0,6-1,73,175,Ohio State,USA,2007,1,4,23,5.5,1.8,3.2,0.7,0.019,0.076,0.114,0.579,0.214
2025-26,1628970,Miles Bridges,1610612766,CHA,27.0,6-7,79,225,Michigan State,USA,2018,1,12,24,21.0,6.3,3.6,-7.4,0.027,0.153,0.247,0.547,0.165
2025-26,1642939,Miles Kelly,1610612742,DAL,22.0,6-4,76,190,Auburn,USA,Undrafted,Undrafted,Undrafted,2,1.0,2.0,0.0,-9.7,0.067,0.231,0.086,0.5,0.0
2025-26,1630540,Miles McBride,1610612752,NYK,25.0,6-2,74,195,West Virginia,USA,2021,2,36,20,11.6,2.6,2.5,13.9,0.024,0.067,0.157,0.606,0.119
2025-26,1629011,Mitchell Robinson,1610612752,NYK,27.0,7-0,84,240,Western Kentucky,USA,2018,2,36,15,3.7,8.4,0.9,12.8,0.24,0.21,0.085,0.592,0.059
2025-26,1642885,Mohamed Diawara,1610612752,NYK,20.0,6-9,81,225,None,France,2025,2,51,16,0.8,0.7,0.5,-11.7,0.058,0.129,0.135,0.432,0.19
2025-26,1628420,Monte Morris,1610612754,IND,30.0,6-2,74,183,Iowa State,USA,2017,2,51,6,3.0,1.2,1.5,-20.9,0.012,0.08,0.141,0.414,0.29
2025-26,1630541,Moses Moody,1610612744,GSW,23.0,6-5,77,211,Arkansas,USA,2021,1,14,23,11.7,3.2,1.4,4.9,0.032,0.087,0.184,0.583,0.087
2025-26,1631243,Mouhamed Gueye,1610612737,ATL,23.0,6-11,83,210,Washington State,Senegal,2023,2,39,25,5.8,3.8,1.0,1.3,0.069,0.135,0.143,0.554,0.079
2025-26,1630619,Moussa Cisse,1610612742,DAL,23.0,6-11,83,220,Memphis,Guinea,Undrafted,Undrafted,Undrafted,18,2.9,3.3,0.2,-3.1,0.12,0.18,0.129,0.578,0.023
2025-26,1631217,Moussa Diabaté,1610612766,CHA,23.0,6-10,82,210,Michigan,France,2022,2,43,23,8.7,7.8,1.2,-1.0,0.153,0.191,0.131,0.67,0.082
2025-26,1626167,Myles Turner,1610612749,MIL,29.0,6-11,83,250,Texas,USA,2015,1,11,25,12.6,5.7,1.7,-0.9,0.037,0.16,0.179,0.587,0.083
2025-26,1642066,Myron Gardner,1610612748,MIA,24.0,6-5,77,220,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,4,1.5,0.5,0.3,-18.5,0.0,0.2,0.071,1.5,0.1
2025-26,1642368,N'Faly Dante,1610612737,ATL,24.0,6-11,83,230,Oregon,Mali,Undrafted,Undrafted,Undrafted,4,0.8,1.8,0.0,22.4,0.167,0.25,0.119,0.338,0.0
2025-26,1641772,Nae'Qwan Tomlin,1610612739,CLE,24.0,6-8,80,210,Memphis,USA,Undrafted,Undrafted,Undrafted,16,7.2,3.4,0.6,12.4,0.097,0.093,0.171,0.556,0.052
2025-26,1630230,Naji Marshall,1610612742,DAL,27.0,6-6,78,220,Xavier,USA,Undrafted,Undrafted,Undrafted,25,12.6,5.0,2.5,-6.8,0.032,0.132,0.164,0.634,0.138
2025-26,1629675,Naz Reid,1610612750,MIN,26.0,6-9,81,264,Louisiana State,USA,Undrafted,Undrafted,Undrafted,23,13.8,5.9,2.4,-0.2,0.045,0.186,0.21,0.587,0.142
2025-26,1629674,Neemias Queta,1610612738,BOS,26.0,7-0,84,248,Utah State,Portugal,2021,2,39,22,10.1,8.2,1.7,16.1,0.126,0.193,0.148,0.664,0.094
2025-26,1629651,Nic Claxton,1610612751,BKN,26.0,6-11,83,215,Georgia,USA,2019,2,31,23,13.6,7.7,4.5,-9.0,0.089,0.166,0.18,0.601,0.231
2025-26,1630208,Nick Richards,1610612756,PHX,28.0,6-11,83,245,Kentucky,Jamaica,2020,2,42,22,3.7,3.3,0.3,-6.6,0.126,0.209,0.175,0.56,0.048
2025-26,1641733,Nick Smith Jr.,1610612747,LAL,21.0,6-2,74,185,Arkansas,USA,2023,1,27,9,7.8,1.1,1.6,1.9,0.009,0.07,0.214,0.597,0.147
2025-26,1629638,Nickeil Alexander-Walker,1610612737,ATL,27.0,6-5,77,205,Virginia Tech,Canada,2019,1,17,23,20.7,3.5,3.4,1.1,0.025,0.077,0.24,0.608,0.149
2025-26,201587,Nicolas Batum,1610612746,LAC,36.0,6-7,79,230,None,France,2008,1,25,24,4.4,2.8,0.8,-8.1,0.025,0.117,0.099,0.569,0.056
2025-26,1628502,Nigel Hayes-Davis,1610612756,PHX,30.0,6-7,79,254,Wisconsin,USA,Undrafted,Undrafted,Undrafted,17,1.5,1.3,0.4,-19.2,0.052,0.094,0.113,0.352,0.059
2025-26,203999,Nikola Jokić,1610612743,DEN,30.0,6-11,83,284,None,Serbia,2014,2,41,23,29.2,12.3,11.0,12.2,0.093,0.255,0.282,0.719,0.471
