Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
2025-26,1631107,Nikola Jović,1610612748,MIA,22.0,6-10,82,205,None,Serbia,2022,1,27,18,7.6,3.7,2.8,2.8,0.03,0.129,0.191,0.507,0.19
2025-26,202696,Nikola Vučević,1610612741,CHI,35.0,6-9,81,260,Southern California,Montenegro,2011,1,16,22,15.9,9.5,3.4,-6.3,0.075,0.215,0.214,0.569,0.167
2025-26,1642363,Nique Clifford,1610612758,SAC,23.0,6-5,77,175,Colorado State,USA,2025,1,24,19,4.3,2.6,1.6,-5.2,0.036,0.117,0.128,0.494,0.124
2025-26,1642855,Noa Essengue,1610612741,CHI,18.0,6-8,80,200,None,France,2025,1,12,2,0.0,0.0,0.0,-111.4,0.0,0.0,0.188,0.0,0.0
2025-26,1641730,Noah Clowney,1610612751,BKN,21.0,6-10,82,210,Alabama,USA,2023,1,21,23,13.3,3.8,1.7,-4.8,0.027,0.11,0.197,0.598,0.096
2025-26,1642869,Noah Penda,1610612753,ORL,20.0,6-7,79,215,None,France,2025,2,32,13,3.6,3.2,1.1,18.5,0.167,0.194,0.156,0.59,0.136
2025-26,1642849,Nolan Traore,1610612751,BKN,19.0,6-3,75,185,None,France,2025,1,19,4,1.8,0.3,1.3,-34.4,0.0,0.032,0.126,0.354,0.217
2025-26,1626181,Norman Powell,1610612748,MIA,32.0,6-3,75,215,UCLA,USA,2015,2,46,19,24.8,3.6,2.4,7.3,0.012,0.092,0.269,0.655,0.114
2025-26,1628384,OG Anunoby,1610612752,NYK,28.0,6-7,79,240,Indiana,United Kingdom,2017,1,23,14,15.9,5.3,1.9,17.7,0.044,0.124,0.196,0.611,0.087
2025-26,1630167,Obi Toppin,1610612754,IND,27.0,6-9,81,220,Dayton,USA,2020,1,8,3,14.0,6.7,1.7,-6.5,0.032,0.181,0.232,0.526,0.093
2025-26,1630534,Ochai Agbaji,1610612761,TOR,25.0,6-5,77,215,Kansas,USA,2022,1,14,17,3.5,1.9,0.7,3.8,0.033,0.1,0.123,0.445,0.065
2025-26,1641765,Olivier-Maxence Prosper,1610612763,MEM,23.0,6-7,79,230,Marquette,Canada,2023,1,24,13,4.1,2.4,0.5,-10.3,0.069,0.157,0.171,0.557,0.081
2025-26,1630168,Onyeka Okongwu,1610612737,ATL,24.0,6-10,82,240,Southern California,USA,2020,1,6,24,16.0,7.4,3.0,-2.2,0.057,0.177,0.202,0.607,0.148
2025-26,1631115,Orlando Robinson,1610612753,ORL,25.0,6-10,82,235,Fresno State,USA,Undrafted,Undrafted,Undrafted,3,2.3,1.0,0.7,-27.9,0.083,0.077,0.094,0.7,0.133
2025-26,1642345,Oso Ighodaro,1610612756,PHX,23.0,6-11,83,235,Marquette,USA,2024,2,40,23,4.7,3.5,1.7,4.9,0.043,0.157,0.121,0.572,0.12
2025-26,1631172,Ousmane Dieng,1610612760,OKC,22.0,6-9,81,185,None,France,2022,1,11,16,3.9,1.7,0.9,4.2,0.03,0.089,0.139,0.546,0.104
2025-26,1629023,P.J. Washington,1610612742,DAL,27.0,6-7,79,230,Kentucky,USA,2019,1,12,20,15.9,7.8,2.2,-3.7,0.041,0.18,0.223,0.531,0.108
2025-26,1641790,PJ Hall,1610612763,MEM,23.0,6-8,80,245,Clemson,USA,Undrafted,Undrafted,Undrafted,7,1.9,1.3,0.3,4.7,0.086,0.182,0.149,0.63,0.143
2025-26,1642359,Pacôme Dadiet,1610612752,NYK,20.0,6-9,81,210,None,France,2024,1,25,9,0.4,0.6,0.2,-15.5,0.0,0.167,0.113,0.291,0.125
2025-26,1631094,Paolo Banchero,1610612753,ORL,23.0,6-10,82,250,Duke,USA,2022,1,1,14,20.4,7.9,3.8,2.1,0.027,0.217,0.266,0.571,0.193
2025-26,1627783,Pascal Siakam,1610612754,IND,31.0,6-8,80,245,New Mexico State,Cameroon,2016,1,27,22,24.5,7.1,4.1,-4.2,0.044,0.155,0.285,0.566,0.202
2025-26,1626192,Pat Connaughton,1610612766,CHA,32.0,6-5,77,209,Notre Dame,USA,2015,2,41,12,4.3,1.9,0.6,-1.7,0.031,0.151,0.153,0.623,0.103
2025-26,1630311,Pat Spencer,1610612744,GSW,29.0,6-2,74,205,Northwestern,USA,Undrafted,Undrafted,Undrafted,17,7.4,2.4,3.2,8.4,0.048,0.096,0.194,0.564,0.299
2025-26,1630172,Patrick Williams,1610612741,CHI,24.0,6-6,78,215,Florida State,USA,2020,1,4,22,7.2,3.3,1.3,-8.6,0.034,0.118,0.157,0.497,0.083
2025-26,202331,Paul George,1610612755,PHI,35.0,6-8,80,220,Fresno State,USA,2010,1,10,8,14.1,5.0,3.1,0.9,0.013,0.18,0.235,0.549,0.207
2025-26,1630194,Paul Reed,1610612765,DET,26.0,6-9,81,210,DePaul,USA,2020,2,58,18,6.7,4.6,1.2,1.0,0.16,0.218,0.191,0.683,0.147
2025-26,1630202,Payton Pritchard,1610612738,BOS,27.0,6-1,73,195,Oregon,USA,2020,1,26,24,17.1,4.3,5.0,8.1,0.031,0.092,0.207,0.573,0.211
2025-26,1641796,Pelle Larsson,1610612748,MIA,24.0,6-5,77,215,Arizona,Sweden,2024,2,44,23,9.0,2.5,3.3,2.2,0.019,0.082,0.163,0.569,0.179
2025-26,1631250,Pete Nance,1610612749,MIL,25.0,6-9,81,225,Northwestern,USA,Undrafted,Undrafted,Undrafted,5,3.2,0.6,0.2,104.4,0.0,0.2,0.225,0.889,0.1
2025-26,1631212,Peyton Watson,1610612743,DEN,23.0,6-8,80,200,UCLA,USA,2022,1,30,23,10.3,5.1,1.7,10.0,0.048,0.137,0.154,0.586,0.076
2025-26,1630173,Precious Achiuwa,1610612758,SAC,26.0,6-8,80,243,Memphis,Nigeria,2020,1,20,16,7.4,5.4,0.9,-8.2,0.085,0.165,0.144,0.555,0.067
2025-26,1629656,Quentin Grimes,1610612755,PHI,25.0,6-4,76,210,Houston,USA,2021,1,25,22,16.5,4.0,4.4,2.4,0.022,0.093,0.2,0.609,0.195
2025-26,1631245,Quenton Jackson,1610612754,IND,27.0,6-4,76,173,Texas A&M,USA,Undrafted,Undrafted,Undrafted,5,11.8,3.4,3.6,11.5,0.043,0.111,0.193,0.657,0.281
2025-26,1642366,Quinten Post,1610612744,GSW,25.0,7-0,84,238,Boston College,Netherlands,2024,2,52,25,7.4,4.0,1.3,12.9,0.052,0.154,0.172,0.578,0.109
2025-26,1629628,RJ Barrett,1610612761,TOR,25.0,6-6,78,214,Duke,Canada,2019,1,3,17,19.4,4.8,3.8,2.7,0.024,0.128,0.236,0.604,0.176
2025-26,1642853,Rasheer Fleming,1610612756,PHX,21.0,6-9,81,240,St. Joseph's (PA),USA,2025,2,31,12,2.0,1.3,0.2,-13.1,0.093,0.136,0.184,0.411,0.049
2025-26,1642484,RayJ Dennis,1610612746,LAC,24.0,6-1,73,180,Baylor,USA,Undrafted,Undrafted,Undrafted,13,4.9,1.6,2.0,-13.4,0.035,0.072,0.205,0.421,0.263
2025-26,1641712,Rayan Rupert,1610612757,POR,21.0,6-7,79,205,None,France,2023,2,43,17,1.4,1.5,0.2,-0.7,0.027,0.158,0.121,0.378,0.043
2025-26,1642263,Reed Sheppard,1610612745,HOU,21.0,6-2,74,185,Kentucky,USA,2024,1,3,21,13.0,3.1,3.3,13.8,0.013,0.102,0.19,0.611,0.179
2025-26,1642434,Riley Minix,1610612759,SAS,25.0,6-7,79,230,Morehead State,USA,Undrafted,Undrafted,Undrafted,3,3.0,0.7,0.3,61.9,0.1,0.167,0.222,0.75,0.111
2025-26,1642265,Rob Dillingham,1610612750,MIN,20.0,6-2,74,175,Kentucky,USA,2024,1,8,21,3.7,1.1,2.0,-6.6,0.018,0.085,0.221,0.406,0.275
2025-26,1629057,Robert Williams III,1610612757,POR,28.0,6-9,81,249,Texas A&M,USA,2018,1,27,15,5.6,5.4,0.7,-5.8,0.126,0.188,0.12,0.666,0.074
2025-26,1631199,Ron Harper Jr.,1610612738,BOS,25.0,6-5,77,233,Rutgers,USA,Undrafted,Undrafted,Undrafted,4,2.0,0.8,1.0,28.0,0.045,0.091,0.189,0.4,0.222
2025-26,1641842,Ronald Holland II,1610612765,DET,20.0,6-8,80,206,None,USA,2024,1,5,24,8.0,3.3,1.6,2.0,0.035,0.116,0.178,0.492,0.105
2025-26,1626220,Royce O'Neale,1610612756,PHX,32.0,6-6,78,226,Baylor,USA,Undrafted,Undrafted,Undrafted,23,10.8,5.3,2.9,-2.5,0.027,0.153,0.144,0.592,0.131
2025-26,203497,Rudy Gobert,1610612750,MIN,33.0,7-1,85,258,None,France,2013,1,27,23,11.0,10.2,1.9,8.7,0.11,0.193,0.123,0.707,0.084
2025-26,1629060,Rui Hachimura,1610612747,LAL,27.0,6-8,80,230,Gonzaga,Japan,2019,1,9,22,14.0,3.9,0.8,0.8,0.027,0.091,0.151,0.647,0.034
2025-26,201566,Russell Westbrook,1610612758,SAC,37.0,6-4,76,200,UCLA,USA,2008,1,4,23,13.4,6.7,7.0,-10.2,0.053,0.184,0.234,0.524,0.342
2025-26,1642346,Ryan Dunn,1610612756,PHX,22.0,6-7,79,216,Virginia,USA,2024,1,28,18,8.0,4.9,1.7,7.2,0.077,0.13,0.14,0.558,0.095
2025-26,1641750,Ryan Kalkbrenner,1610612766,CHA,23.0,7-1,85,256,Creighton,USA,2025,2,34,22,9.0,6.7,0.5,-9.0,0.103,0.148,0.108,0.807,0.026
2025-26,1642948,Ryan Nembhard,1610612742,DAL,22.0,5-11,71,180,Gonzaga,Canada,Undrafted,Undrafted,Undrafted,12,8.9,1.6,4.8,-8.8,0.018,0.069,0.18,0.658,0.358
2025-26,1631157,Ryan Rollins,1610612749,MIL,23.0,6-3,75,180,Toledo,USA,2022,2,44,25,17.5,4.2,6.0,-0.9,0.025,0.103,0.239,0.578,0.276
2025-26,1630180,Saddiq Bey,1610612740,NOP,26.0,6-8,80,215,Villanova,USA,2020,1,19,23,14.2,5.9,2.2,-12.1,0.056,0.145,0.186,0.563,0.114
2025-26,1630573,Sam Hauser,1610612738,BOS,28.0,6-7,79,217,Virginia,USA,Undrafted,Undrafted,Undrafted,24,7.2,3.4,1.4,3.8,0.029,0.116,0.134,0.528,0.08
2025-26,1630241,Sam Merrill,1610612739,CLE,29.0,6-4,76,205,Utah State,USA,2020,2,60,12,13.9,2.1,2.3,6.0,0.026,0.048,0.168,0.679,0.119
2025-26,1630572,Sandro Mamukelashvili,1610612761,TOR,26.0,6-9,81,240,Seton Hall,Georgia,2021,2,54,24,10.0,4.4,1.8,7.3,0.066,0.143,0.18,0.626,0.124
2025-26,1630583,Santi Aldama,1610612763,MEM,24.0,7-0,84,215,Loyola-Maryland,Spain,2021,1,30,24,13.1,6.5,3.0,-2.7,0.05,0.194,0.196,0.558,0.171
2025-26,1630567,Scottie Barnes,1610612761,TOR,24.0,6-8,80,237,Florida State,USA,2021,1,4,25,20.0,8.0,5.3,4.5,0.063,0.167,0.234,0.598,0.228
2025-26,203552,Seth Curry,1610612744,GSW,35.0,6-1,73,185,Duke,USA,Undrafted,Undrafted,Undrafted,2,7.0,2.0,1.5,5.4,0.029,0.13,0.11,0.778,0.115
2025-26,1631101,Shaedon Sharpe,1610612757,POR,22.0,6-5,77,210,Kentucky,Canada,2022,1,7,20,21.1,4.8,2.3,-2.0,0.039,0.117,0.309,0.534,0.134
2025-26,1628983,Shai Gilgeous-Alexander,1610612760,OKC,27.0,6-6,78,195,Kentucky,Canada,2018,1,11,23,32.8,4.7,6.4,19.7,0.015,0.116,0.322,0.686,0.323
2025-26,1630536,Sharife Cooper,1610612764,WAS,24.0,6-0,72,176,Auburn,USA,2021,2,48,4,0.0,0.0,0.0,-66.1,0.0,0.0,0.105,0.0,0.0
2025-26,1631321,Sidy Cissoko,1610612757,POR,21.0,6-6,78,220,None,France,2023,2,44,19,4.9,2.2,1.3,0.8,0.032,0.077,0.119,0.517,0.097
2025-26,1631323,Simone Fontecchio,1610612748,MIA,29.0,6-7,79,209,None,Italy,Undrafted,Undrafted,Undrafted,23,10.3,3.0,1.6,1.9,0.022,0.108,0.191,0.59,0.117
2025-26,1642883,Sion James,1610612766,CHA,23.0,6-5,77,220,Duke,USA,2025,2,33,24,6.6,3.1,1.5,-3.1,0.017,0.099,0.103,0.584,0.078
2025-26,1642461,Spencer Jones,1610612743,DEN,24.0,6-7,79,225,Stanford,USA,Undrafted,Undrafted,Undrafted,19,4.6,2.1,0.7,5.0,0.083,0.049,0.105,0.7,0.053
2025-26,201939,Stephen Curry,1610612744,GSW,37.0,6-2,74,185,Davidson,USA,2009,1,7,16,27.9,3.7,4.0,3.6,0.01,0.103,0.326,0.641,0.215
2025-26,1642264,Stephon Castle,1610612759,SAS,21.0,6-6,78,215,Connecticut,USA,2024,1,4,13,17.3,5.8,7.5,7.1,0.049,0.129,0.245,0.585,0.351
2025-26,203500,Steven Adams,1610612745,HOU,32.0,6-11,83,265,Pittsburgh,New Zealand,2013,1,12,17,6.6,9.2,1.5,20.7,0.222,0.181,0.123,0.599,0.086
2025-26,1629004,Svi Mykhailiuk,1610612762,UTA,28.0,6-7,79,205,Kansas,Ukraine,2018,2,47,23,9.0,2.7,2.1,-4.1,0.022,0.074,0.124,0.611,0.111
2025-26,204456,T.J. McConnell,1610612754,IND,33.0,6-1,73,190,Arizona,USA,2015,0,,13,9.5,2.5,4.4,2.3,0.009,0.131,0.232,0.556,0.41
2025-26,1643007,Taelon Peter,1610612754,IND,23.0,6-3,75,185,Liberty,USA,2025,2,54,15,1.6,1.1,0.9,-10.0,0.031,0.099,0.152,0.385,0.187
2025-26,1631106,Tari Eason,1610612745,HOU,24.0,6-8,80,215,Louisiana State,USA,2022,1,17,11,11.5,5.2,1.6,9.3,0.059,0.149,0.18,0.642,0.101
2025-26,1627752,Taurean Prince,1610612749,MIL,31.0,6-6,78,218,Baylor,USA,2016,1,12,8,6.1,1.6,1.0,4.1,0.0,0.066,0.108,0.623,0.056
2025-26,1641707,Taylor Hendricks,1610612762,UTA,22.0,6-9,81,215,Central Florida,USA,2023,1,9,13,5.1,3.6,0.5,-15.4,0.085,0.142,0.143,0.519,0.054
2025-26,1629611,Terance Mann,1610612751,BKN,29.0,6-6,78,215,Florida State,USA,2019,2,48,21,8.5,3.4,3.5,-10.1,0.054,0.077,0.139,0.55,0.195
2025-26,1630545,Terrence Shannon Jr.,1610612750,MIN,25.0,6-6,78,215,Illinois,USA,2024,1,27,14,5.0,1.5,0.8,-19.0,0.014,0.104,0.155,0.562,0.087
2025-26,203648,Thanasis Antetokounmpo,1610612749,MIL,33.0,6-7,79,219,None,Greece,2014,2,51,9,2.0,0.4,0.0,48.3,0.105,0.1,0.213,0.753,0.0
2025-26,1628418,Thomas Bryant,1610612739,CLE,28.0,6-9,81,248,Indiana,USA,2017,2,42,18,3.3,2.2,0.2,-2.9,0.05,0.173,0.172,0.512,0.046
2025-26,1642275,Tidjane Salaün,1610612766,CHA,20.0,6-10,82,207,None,France,2024,1,6,11,6.5,3.8,0.6,20.5,0.041,0.211,0.145,0.702,0.06
2025-26,203501,Tim Hardaway Jr.,1610612743,DEN,33.0,6-5,77,205,Michigan,USA,2013,1,24,23,12.2,2.0,1.5,8.4,0.009,0.066,0.165,0.633,0.077
2025-26,202699,Tobias Harris,1610612765,DET,33.0,6-8,80,226,Tennessee,USA,2011,1,19,14,14.7,5.1,2.4,0.9,0.028,0.133,0.181,0.574,0.121
2025-26,1642449,Tolu Smith,1610612765,DET,25.0,6-11,83,,Mississippi State,USA,Undrafted,Undrafted,Undrafted,2,8.5,5.5,1.0,-1.9,0.154,0.259,0.207,0.767,0.143
2025-26,1628396,Tony Bradley,1610612754,IND,27.0,6-10,82,248,North Carolina,USA,2017,1,28,21,4.9,2.7,0.6,-16.1,0.115,0.097,0.148,0.622,0.088
2025-26,1641787,Tosan Evbuomwan,1610612752,NYK,24.0,6-8,80,217,Princeton,United Kingdom,Undrafted,Undrafted,Undrafted,3,0.0,0.7,0.0,-64.3,0.111,0.091,0.059,0.0,0.0
2025-26,1641739,Toumani Camara,1610612757,POR,25.0,6-7,79,230,Dayton,Belgium,2023,2,52,24,12.4,5.3,2.8,-2.0,0.055,0.093,0.159,0.54,0.114
2025-26,1629027,Trae Young,1610612737,ATL,27.0,6-2,74,164,Oklahoma,USA,2018,1,5,5,17.8,2.0,7.8,-9.2,0.0,0.071,0.276,0.511,0.386
2025-26,1631218,Trayce Jackson-Davis,1610612744,GSW,25.0,6-9,81,245,Indiana,USA,2023,2,57,15,4.3,3.2,1.1,-7.3,0.108,0.128,0.133,0.565,0.126
2025-26,1642848,Tre Johnson,1610612764,WAS,19.0,6-5,77,190,Texas,USA,2025,1,6,15,11.5,3.0,1.3,-14.4,0.018,0.093,0.196,0.565,0.08
2025-26,1630200,Tre Jones,1610612741,CHI,25.0,6-1,73,185,Duke,USA,2020,2,41,17,13.2,3.2,4.9,-6.8,0.022,0.085,0.169,0.641,0.237
2025-26,1630544,Tre Mann,1610612766,CHA,24.0,6-4,76,178,Florida,USA,2021,1,18,18,9.2,2.8,2.7,-15.2,0.029,0.11,0.235,0.459,0.212
2025-26,1630570,Trendon Watford,1610612755,PHI,25.0,6-8,80,237,Louisiana State,USA,Undrafted,Undrafted,Undrafted,14,8.9,4.6,3.6,1.9,0.051,0.156,0.168,0.618,0.231
2025-26,1642280,Trentyn Flowers,1610612741,CHI,20.0,6-9,81,185,None,USA,Undrafted,Undrafted,Undrafted,2,2.0,0.5,0.5,-18.2,0.1,0.0,0.25,0.667,0.5
2025-26,1641725,Trey Alexander,1610612740,NOP,22.0,6-5,77,185,Creighton,USA,Undrafted,Undrafted,Undrafted,3,4.7,1.3,1.3,5.3,0.0,0.091,0.116,0.778,0.138
2025-26,1641998,Trey Jemison III,1610612752,NYK,26.0,6-10,82,270,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,3,0.0,1.0,0.0,-12.7,0.091,0.154,0.04,0.0,0.0
2025-26,1630530,Trey Murphy III,1610612740,NOP,25.0,6-8,80,206,Virginia,USA,2021,1,17,22,20.5,6.5,3.5,-12.3,0.039,0.151,0.213,0.612,0.155
2025-26,1641774,Tristan Vukcevic,1610612764,WAS,22.0,7-0,84,220,None,Italy,2023,2,42,19,6.5,2.3,1.1,-23.8,0.042,0.14,0.229,0.581,0.153
2025-26,1641783,Tristan da Silva,1610612753,ORL,24.0,6-8,80,217,Colorado,Germany,2024,1,18,24,10.0,3.9,1.2,3.5,0.035,0.121,0.169,0.57,0.071
2025-26,1629639,Tyler Herro,1610612748,MIA,25.0,6-5,77,195,Kentucky,USA,2019,1,13,5,23.8,4.6,2.2,2.6,0.017,0.111,0.244,0.658,0.111
2025-26,1642278,Tyler Kolek,1610612752,NYK,24.0,6-2,74,195,Marquette,USA,2024,2,34,19,3.7,0.9,1.9,-10.5,0.025,0.062,0.169,0.526,0.288
2025-26,1631213,Tyrese Martin,1610612751,BKN,26.0,6-6,78,215,Connecticut,USA,2022,2,51,22,8.0,3.4,2.5,-10.9,0.046,0.113,0.182,0.487,0.188
2025-26,1630178,Tyrese Maxey,1610612755,PHI,25.0,6-2,74,200,Kentucky,USA,2020,1,21,23,31.5,4.7,7.2,2.5,0.007,0.106,0.293,0.602,0.307
2025-26,1642878,Tyrese Proctor,1610612739,CLE,21.0,6-4,76,185,Duke,Australia,2025,2,49,18,5.6,1.3,1.4,-7.2,0.012,0.082,0.206,0.494,0.177
2025-26,1630623,Tyson Etienne,1610612751,BKN,26.0,6-0,72,200,Wichita State,USA,Undrafted,Undrafted,Undrafted,8,1.5,0.0,0.1,26.4,0.0,0.0,0.186,0.4,0.045
2025-26,1626145,Tyus Jones,1610612753,ORL,29.0,6-0,72,196,Duke,USA,2015,1,24,24,2.5,0.8,2.0,-6.5,0.01,0.045,0.091,0.435,0.206
2025-26,1642845,VJ Edgecombe,1610612755,PHI,20.0,6-4,76,180,Baylor,USA,2025,1,3,20,14.4,5.7,4.0,4.2,0.048,0.104,0.186,0.513,0.167
2025-26,1641705,Victor Wembanyama,1610612759,SAS,21.0,7-4,88,235,None,France,2023,1,1,12,26.2,12.9,4.0,8.9,0.061,0.287,0.301,0.609,0.194
2025-26,1631246,Vince Williams Jr.,1610612763,MEM,25.0,6-4,76,205,Virginia Commonwealth,USA,2022,2,47,19,7.8,4.4,5.3,1.6,0.036,0.143,0.198,0.462,0.325
2025-26,1630249,Vít Krejčí,1610612737,ATL,25.0,6-8,80,195,None,Czech Republic,2020,2,37,21,10.1,2.3,1.8,0.9,0.016,0.079,0.146,0.691,0.108
2025-26,1631117,Walker Kessler,1610612762,UTA,24.0,7-2,86,245,Auburn,USA,2022,1,22,5,14.4,10.8,3.0,4.8,0.149,0.183,0.167,0.786,0.155
2025-26,1642383,Walter Clayton Jr.,1610612762,UTA,22.0,6-4,76,195,Florida,USA,2025,1,18,19,6.8,2.2,3.7,-1.7,0.025,0.101,0.171,0.567,0.289
2025-26,1628976,Wendell Carter Jr.,1610612753,ORL,26.0,6-10,82,270,Duke,USA,2018,1,7,23,11.6,7.6,2.0,4.1,0.088,0.155,0.15,0.637,0.095
2025-26,1631111,Wendell Moore Jr.,1610612765,DET,24.0,6-5,77,215,Duke,USA,2022,1,26,3,2.0,1.3,1.0,37.6,0.029,0.068,0.073,0.5,0.071
2025-26,1642954,Will Richard,1610612744,GSW,22.0,6-3,75,206,Florida,USA,2025,2,56,23,8.0,2.7,1.1,-0.1,0.049,0.085,0.136,0.675,0.085
2025-26,1642860,Will Riley,1610612764,WAS,19.0,6-9,81,180,Illinois-Urbana-Champaign,USA,2025,1,21,16,3.9,1.8,0.8,-25.8,0.061,0.104,0.179,0.54,0.138
2025-26,1630214,Xavier Tillman,1610612738,BOS,26.0,6-8,80,245,Michigan State,USA,2020,2,35,11,2.8,2.2,0.5,-4.1,0.096,0.133,0.129,0.554,0.07
2025-26,1642905,Yang Hansen,1610612757,POR,20.0,7-1,85,270,None,China,2025,1,16,13,2.6,1.8,0.8,-9.9,0.051,0.156,0.203,0.383,0.139
2025-26,1642949,Yanic Konan Niederhäuser,1610612746,LAC,22.0,6-11,83,242,Penn State,Switzerland,2025,1,30,11,2.8,1.4,0.3,-12.8,0.125,0.136,0.191,0.692,0.103
2025-26,1642274,Yves Missi,1610612740,NOP,21.0,6-11,83,235,Baylor,Cameroon,2024,1,21,17,5.9,5.8,1.3,-5.1,0.145,0.127,0.127,0.558,0.089
2025-26,1642258,Zaccharie Risacher,1610612737,ATL,20.0,6-8,80,200,None,France,2024,1,1,22,11.1,2.8,1.5,6.9,0.026,0.081,0.18,0.536,0.082
2025-26,1628380,Zach Collins,1610612741,CHI,28.0,6-9,81,250,Gonzaga,USA,2017,1,10,2,5.5,5.0,1.0,-7.6,0.109,0.135,0.135,0.413,0.077
2025-26,1641744,Zach Edey,1610612763,MEM,23.0,7-3,87,305,Purdue,Canada,2024,1,9,11,13.6,11.1,1.1,18.3,0.148,0.243,0.2,0.669,0.061
2025-26,203897,Zach LaVine,1610612758,SAC,30.0,6-5,77,200,UCLA,USA,2014,1,13,21,20.9,3.1,2.3,-13.8,0.008,0.088,0.236,0.62,0.104
2025-26,1630192,Zeke Nnaji,1610612743,DEN,24.0,6-10,82,240,Arizona,USA,2020,1,22,13,2.3,1.5,0.2,-19.2,0.037,0.111,0.112,0.65,0.041
2025-26,1630533,Ziaire Williams,1610612751,BKN,24.0,6-9,81,185,Stanford,USA,2021,1,10,20,9.6,2.7,0.7,-11.9,0.031,0.084,0.178,0.548,0.051
2025-26,1629627,Zion Williamson,1610612740,NOP,25.0,6-6,78,284,Duke,USA,2019,1,1,10,22.1,5.6,4.0,-3.0,0.068,0.109,0.286,0.583,0.214
