player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_possessions,stats_points,stats_ppp,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType,stats_timePercent,stats_pppRank,stats_ftPercent
Bam,Adebayo,Bam Adebayo,59e63aef44b2b8aa7e5bf532,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,78,225,213,0.9466666666666667,78,86,164,0.47560975609756095,0.47560975609756095,78,86,164,0.47560975609756095,0,0,0,57,14,71,7,35,108,29,6120261cea4488c9fd5c57c5,,PostUp,0.16968325791855204,75,0.8028169014084507
Tyler,Herro,Tyler Herro,5d9d3cc97455336e87fb9d4a,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,86,4,2,0.5,1,3,4,0.25,0.25,1,3,4,0.25,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
RJ,Barrett,RJ Barrett,5d9be6e17455336e875c33c8,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,74,47,42,0.8936170212765957,14,17,31,0.45161290322580644,0.45161290322580644,14,17,31,0.45161290322580644,0,0,0,14,6,20,2,10,22,7,6120261cea4488c9fd5c57c5,,PostUp,0.02944862155388471,108,0.7
Domantas,Sabonis,Domantas Sabonis,59af0b0117120e9c9a99584f,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,51,139,123,0.8848920863309353,46,45,91,0.5054945054945055,0.5054945054945055,46,45,91,0.5054945054945055,0,0,0,31,13,44,6,20,63,29,6120261cea4488c9fd5c57c5,,PostUp,0.15670800450958286,110,0.7045454545454546
Robin,Lopez,Robin Lopez,615baa58e771e94fc0c6c466,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,39,114,98,0.8596491228070176,44,44,88,0.5,0.5,44,44,88,0.5,0,0,0,10,10,20,2,8,53,17,6120261cea4488c9fd5c57c5,,PostUp,0.40860215053763443,119,0.5
Tristan,Thompson,Tristan Thompson,62184e9725a534888531241a,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,28,15,22,1.4666666666666666,7,2,9,0.7777777777777778,0.7777777777777778,7,2,9,0.7777777777777778,0,0,0,8,5,13,1,6,12,0,6120261cea4488c9fd5c57c5,,PostUp,0.1079136690647482,1,0.6153846153846154
Precious,Achiuwa,Precious Achiuwa,615ba9bde771e94fc0bc4749,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,84,38,35,0.9210526315789473,15,14,29,0.5172413793103449,0.5172413793103449,15,14,29,0.5172413793103449,0,0,0,5,4,9,1,5,18,5,6120261cea4488c9fd5c57c5,,PostUp,0.04323094425483504,91,0.5555555555555556
Onyeka,Okongwu,Onyeka Okongwu,5fd42b555fe05a0e9f820891,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,55,21,18,0.8571428571428571,7,5,12,0.5833333333333334,0.5833333333333334,7,5,12,0.5833333333333334,0,0,0,4,0,4,0,2,9,7,6120261cea4488c9fd5c57c5,,PostUp,0.06051873198847262,120,1.0
Terry,Taylor,Terry Taylor,615d00e0e771e94fc0d29289,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,35,6,6,1.0,3,2,5,0.6,0.6,3,2,5,0.6,0,0,0,0,0,0,0,0,3,1,6120261cea4488c9fd5c57c5,,PostUp,,,
Jalen,Johnson,Jalen Johnson,615baae0e771e94fc0d00142,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,29,1,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Rodney,Hood,Rodney Hood,615d0caee771e94fc01cac24,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,40,2,0,0.0,0,2,2,0.0,0.0,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,PostUp,,,
LaMarcus,Aldridge,LaMarcus Aldridge,606284c35fe05a0e9f1649da,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,50,107,109,1.0186915887850467,39,45,84,0.4642857142857143,0.4642857142857143,39,45,84,0.4642857142857143,0,0,0,31,2,33,9,21,50,11,6120261cea4488c9fd5c57c5,,PostUp,0.18641114982578397,49,0.9393939393939394
Dewayne,Dedmon,Dewayne Dedmon,606fbb485fe05a0e9f79fb20,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,85,16,15,0.9375,7,5,12,0.5833333333333334,0.5833333333333334,7,5,12,0.5833333333333334,0,0,0,1,1,2,0,0,8,3,6120261cea4488c9fd5c57c5,,PostUp,0.03278688524590164,83,0.5
Greg,Monroe,Greg Monroe,55a494fe1e31501db44135d5,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,5,3,2,0.6666666666666666,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
OG,Anunoby,OG Anunoby,59e63b3944b2b8aa7e5d70bf,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,58,108,86,0.7962962962962963,33,47,80,0.4125,0.4125,33,47,80,0.4125,0,0,0,20,5,25,1,9,45,16,6120261cea4488c9fd5c57c5,,PostUp,0.10887096774193548,141,0.8
Grant,Williams,Grant Williams,5d9a87a67455336e87b9df9b,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,105,31,40,1.2903225806451613,13,8,21,0.6190476190476191,0.6190476190476191,13,8,21,0.6190476190476191,0,0,0,14,0,14,2,5,19,4,6120261cea4488c9fd5c57c5,,PostUp,0.041005291005291,6,1.0
Kristaps,Porzingis,Kristaps Porzingis,620f0a7507c7bd5c294eefd8,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,17,77,86,1.1168831168831168,24,25,49,0.4897959183673469,0.4897959183673469,24,25,49,0.4897959183673469,0,0,0,38,7,45,3,22,45,7,6120261cea4488c9fd5c57c5,,PostUp,0.22647058823529412,23,0.8444444444444444
Cheick,Diallo,Cheick Diallo,61c5381adf8a6a3c11142941,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,3,1,2,2.0,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Paul,Millsap,Paul Millsap,615a2ab8e771e94fc0ad82d7,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,27,12,7,0.5833333333333334,3,7,10,0.3,0.3,3,7,10,0.3,0,0,0,1,1,2,0,1,4,1,6120261cea4488c9fd5c57c5,,PostUp,0.08823529411764706,166,0.5
Lance,Stephenson,Lance Stephenson,61d251a5df8a6a3c11fbeff5,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,40,3,2,0.6666666666666666,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Cedi,Osman,Cedi Osman,55a494fe1e31501db44135c8,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,71,3,4,1.3333333333333333,2,1,3,0.6666666666666666,0.6666666666666666,2,1,3,0.6666666666666666,0,0,0,0,0,0,0,0,2,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Jimmy,Butler,Jimmy Butler,5d9d3cc97455336e87fb9d2e,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,76,175,180,1.0285714285714285,59,73,132,0.44696969696969696,0.44696969696969696,59,73,132,0.44696969696969696,0,0,0,62,10,72,10,39,88,12,6120261cea4488c9fd5c57c5,,PostUp,0.11125238397965671,47,0.8611111111111112
Tony,Bradley,Tony Bradley,615d0923e771e94fc00a6bba,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,58,4,4,1.0,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,2,0,2,0,1,2,1,6120261cea4488c9fd5c57c5,,PostUp,,,1.0
Wesley,Matthews,Wesley Matthews,61ac3648d7ea140d4ab2ba60,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,61,2,4,2.0,2,0,2,1.0,1.0,2,0,2,1.0,0,0,0,0,1,1,1,1,2,0,6120261cea4488c9fd5c57c5,,PostUp,,,0.0
Charles,Bassey,Charles Bassey,615ba9bde771e94fc0bc4713,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,29,2,2,1.0,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,0,0,1,1,6120261cea4488c9fd5c57c5,,PostUp,,,
Andre,Drummond,Andre Drummond,615ba9bde771e94fc0bc471e,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,53,56,45,0.8035714285714286,17,18,35,0.4857142857142857,0.4857142857142857,17,18,35,0.4857142857142857,0,0,0,11,14,25,5,11,23,11,6120261cea4488c9fd5c57c5,,PostUp,0.1362530413625304,137,0.44
Chris,Duarte,Chris Duarte,615d00e0e771e94fc0d29274,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,59,1,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Mitchell,Robinson,Mitchell Robinson,5bb2a77eaeda719939f791fa,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,73,17,13,0.7647058823529411,5,3,8,0.625,0.625,5,3,8,0.625,0,0,0,3,6,9,1,4,7,5,6120261cea4488c9fd5c57c5,,PostUp,0.03441295546558704,148,0.3333333333333333
Trey,Lyles,Trey Lyles,615e4bcfe771e94fc0e9eaf7,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,55,45,61,1.3555555555555556,19,9,28,0.6785714285714286,0.6785714285714286,19,9,28,0.6785714285714286,0,0,0,23,4,27,3,13,31,5,6120261cea4488c9fd5c57c5,,PostUp,0.08317929759704251,4,0.8518518518518519
DeMarcus,Cousins,DeMarcus Cousins,61a83f265502808bf86838ff,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,17,12,10,0.8333333333333334,4,2,6,0.6666666666666666,0.6666666666666666,4,2,6,0.6666666666666666,0,0,0,2,0,2,0,0,5,5,6120261cea4488c9fd5c57c5,,PostUp,0.08163265306122448,124,1.0
Georgios,Kalaitzakis,Georgios Kalaitzakis,615d0caee771e94fc01cac28,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,14,1,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,PostUp,,,
LaMelo,Ball,LaMelo Ball,5fd582355fe05a0e9f6d193b,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,80,1,2,2.0,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Goga,Bitadze,Goga Bitadze,5d97763a7455336e87922576,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,54,28,23,0.8214285714285714,7,9,16,0.4375,0.4375,7,9,16,0.4375,0,0,0,9,3,12,2,3,11,7,6120261cea4488c9fd5c57c5,,PostUp,0.07692307692307693,128,0.75
Goran,Dragic,Goran Dragic,621846dc25a5348885fe7bf3,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,21,2,2,1.0,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Sekou,Doumbouya,Sekou Doumbouya,615a2ab8e771e94fc0ad82a7,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,1,1,2,2.0,0,0,0,,,0,0,0,,0,0,0,2,0,2,0,1,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,1.0
George,Hill,George Hill,616f7fc1e771e94fc0768410,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,62,4,4,1.0,2,1,3,0.6666666666666666,0.6666666666666666,2,1,3,0.6666666666666666,0,0,0,0,0,0,0,0,2,1,6120261cea4488c9fd5c57c5,,PostUp,,,
Kyrie,Irving,Kyrie Irving,5d97fb317455336e872883e1,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,34,19,23,1.2105263157894737,10,7,17,0.5882352941176471,0.5882352941176471,10,7,17,0.5882352941176471,0,0,0,3,0,3,1,2,11,1,6120261cea4488c9fd5c57c5,,PostUp,0.02264600715137068,14,1.0
Josh,Jackson,Josh Jackson,5fd42b7d5fe05a0e9f828cb6,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,43,6,5,0.8333333333333334,2,2,4,0.5,0.5,2,2,4,0.5,0,0,0,1,1,2,0,1,3,1,6120261cea4488c9fd5c57c5,,PostUp,,,0.5
Markelle,Fultz,Markelle Fultz,5c5fa61285d07ba9761a86e9,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,18,22,12,0.5454545454545454,5,10,15,0.3333333333333333,0.3333333333333333,5,10,15,0.3333333333333333,0,0,0,2,2,4,0,2,7,5,6120261cea4488c9fd5c57c5,,PostUp,0.09691629955947137,168,0.5
Jayson,Tatum,Jayson Tatum,59e63aec44b2b8aa7e5be7fb,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,103,166,145,0.8734939759036144,52,71,123,0.42276422764227645,0.42276422764227645,52,71,123,0.42276422764227645,0,0,0,41,12,53,5,28,74,19,6120261cea4488c9fd5c57c5,,PostUp,0.06171003717472119,115,0.7735849056603774
Luke,Kornet,Luke Kornet,605e91e45fe05a0e9f879c75,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,21,1,2,2.0,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
P.J.,Tucker,P.J. Tucker,615baa5fe771e94fc0c75d76,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,93,18,20,1.1111111111111112,9,5,14,0.6428571428571429,0.6428571428571429,9,5,14,0.6428571428571429,0,0,0,2,1,3,1,2,10,3,6120261cea4488c9fd5c57c5,,PostUp,0.02666666666666667,24,0.6666666666666666
Caleb,Martin,Caleb Martin,615baa5fe771e94fc0c75d43,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,81,2,2,1.0,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Alec,Burks,Alec Burks,5fd42b7d5fe05a0e9f828c77,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,84,15,11,0.7333333333333333,4,7,11,0.36363636363636365,0.36363636363636365,4,7,11,0.36363636363636365,0,0,0,3,1,4,0,2,6,2,6120261cea4488c9fd5c57c5,,PostUp,0.015706806282722512,151,0.75
Ignas,Brazdeikis,Ignas Brazdeikis,6090a194e6c2413bc4ff24f2,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,45,2,2,1.0,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Blake,Griffin,Blake Griffin,604d73a85fe05a0e9f308004,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,60,31,27,0.8709677419354839,10,13,23,0.43478260869565216,0.43478260869565216,10,13,23,0.43478260869565216,0,0,0,7,2,9,1,5,14,4,6120261cea4488c9fd5c57c5,,PostUp,0.07808564231738035,116,0.7777777777777778
Vernon,Carey Jr.,Vernon Carey Jr.,620f0a7507c7bd5c294eefcd,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,3,1,2,2.0,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,1,1,1,1,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,0.0
Obi,Toppin,Obi Toppin,5fd42b7d5fe05a0e9f828c9f,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,76,38,38,1.0,13,13,26,0.5,0.5,13,13,26,0.5,0,0,0,12,4,16,2,7,20,5,6120261cea4488c9fd5c57c5,,PostUp,0.0608,54,0.75
Georges,Niang,Georges Niang,615ba9bde771e94fc0bc4736,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,92,9,8,0.8888888888888888,2,4,6,0.3333333333333333,0.3333333333333333,2,4,6,0.3333333333333333,0,0,0,4,0,4,0,2,4,1,6120261cea4488c9fd5c57c5,,PostUp,,,1.0
