player_firstName,player_lastName,player_name,player_id,team_fullName,team_conference_name,team_conference_abbr,team_conference_id,team_division_name,team_division_abbr,team_division_id,team_name,team_abbr,team_id,stats_gp,stats_possessions,stats_points,stats_ppp,stats_fgMade,stats_fgMiss,stats_fgAttempt,stats_fgPercent,stats_fgPercentEffective,stats_shot2Made,stats_shot2Miss,stats_shot2Attempt,stats_shot2Percent,stats_shot3Made,stats_shot3Miss,stats_shot3Attempt,stats_ftMade,stats_ftMiss,stats_ftAttempt,stats_plusOne,stats_shotFoul,stats_score,stats_turnover,SeasonID,SeasonLabel,QueryPlayType,stats_timePercent,stats_pppRank,stats_ftPercent
Daniel,Theis,Daniel Theis,670399c0ff56573c7ce28c71,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,37,6,9,1.5,4,0,4,1.0,1.0,4,0,4,1.0,0,0,0,1,1,2,0,1,5,1,6120261cea4488c9fd5c57c5,,PostUp,,,0.5
Micah,Potter,Micah Potter,615baa5fe771e94fc0c75d4d,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,3,3,2,0.6666666666666666,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,0,0,1,1,6120261cea4488c9fd5c57c5,,PostUp,,,
Luka,Garza,Luka Garza,615e4bcfe771e94fc0e9eae5,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,36,18,19,1.0555555555555556,6,6,12,0.5,0.5,6,6,12,0.5,0,0,0,7,1,8,0,2,10,2,6120261cea4488c9fd5c57c5,,PostUp,0.08823529411764706,41,0.875
Caris,LeVert,Caris LeVert,620476f4df8a6a3c1134ecaf,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,21,3,2,0.6666666666666666,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Miles,Bridges,Miles Bridges,5baeb559aeda7199399eb09e,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,85,58,39,0.6724137931034483,13,25,38,0.34210526315789475,0.34210526315789475,13,25,38,0.34210526315789475,0,0,0,13,2,15,1,8,20,13,6120261cea4488c9fd5c57c5,,PostUp,0.037108125399872044,161,0.8666666666666667
Thomas,Bryant,Thomas Bryant,5bb2a77eaeda719939f79244,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,27,21,20,0.9523809523809523,8,7,15,0.5333333333333333,0.5333333333333333,8,7,15,0.5333333333333333,0,0,0,4,1,5,1,3,10,4,6120261cea4488c9fd5c57c5,,PostUp,0.11351351351351352,73,0.8
Caris,LeVert,Caris LeVert,60051e2c5fe05a0e9f1de816,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,39,7,11,1.5714285714285714,4,1,5,0.8,0.8,4,1,5,0.8,0,0,0,3,1,4,0,2,6,0,6120261cea4488c9fd5c57c5,,PostUp,,,0.75
David,Johnson,David Johnson,615ba9bde771e94fc0bc4780,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,5,1,2,2.0,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Isaiah,Stewart,Isaiah Stewart,5fd42b7d5fe05a0e9f828ccc,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,75,73,61,0.8356164383561644,26,28,54,0.48148148148148145,0.48148148148148145,26,28,54,0.48148148148148145,0,0,0,9,1,10,0,3,31,14,6120261cea4488c9fd5c57c5,,PostUp,0.1130030959752322,123,0.9
Admiral,Schofield,Admiral Schofield,615baa58e771e94fc0c6c473,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,40,1,0,0.0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,PostUp,,,
Marcus,Smart,Marcus Smart,544580cc300969b132fd451e,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,94,40,35,0.875,14,17,31,0.45161290322580644,0.45161290322580644,14,17,31,0.45161290322580644,0,0,0,7,0,7,1,3,17,6,6120261cea4488c9fd5c57c5,,PostUp,0.029850746268656716,113,1.0
Robert,Williams III,Robert Williams III,5baed881aeda719939cdf96a,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,81,11,14,1.2727272727272727,6,4,10,0.6,0.6,6,4,10,0.6,0,0,0,2,0,2,0,1,7,0,6120261cea4488c9fd5c57c5,,PostUp,0.01854974704890388,7,1.0
Kyle,Kuzma,Kyle Kuzma,615d0e4fe771e94fc0255ab5,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,70,40,36,0.9,15,18,33,0.45454545454545453,0.45454545454545453,15,18,33,0.45454545454545453,0,0,0,6,1,7,3,4,17,5,6120261cea4488c9fd5c57c5,,PostUp,0.03189792663476874,103,0.8571428571428571
John,Collins,John Collins,59e63b1d44b2b8aa7e5cdddf,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,63,163,149,0.9141104294478528,62,70,132,0.4696969696969697,0.4696969696969697,62,70,132,0.4696969696969697,0,0,0,25,6,31,5,14,75,18,6120261cea4488c9fd5c57c5,,PostUp,0.18397291196388263,94,0.8064516129032258
Mason,Plumlee,Mason Plumlee,615dd267e771e94fc0302667,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,76,36,19,0.5277777777777778,6,11,17,0.35294117647058826,0.35294117647058826,6,11,17,0.35294117647058826,0,0,0,7,5,12,0,6,11,13,6120261cea4488c9fd5c57c5,,PostUp,0.0703125,170,0.5833333333333334
Kessler,Edwards,Kessler Edwards,615a2ab8e771e94fc0ad82b9,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,54,1,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Serge,Ibaka,Serge Ibaka,620b205907c7bd5c299c0b10,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,25,11,9,0.8181818181818182,4,5,9,0.4444444444444444,0.4444444444444444,4,5,9,0.4444444444444444,0,0,0,1,0,1,1,1,4,2,6120261cea4488c9fd5c57c5,,PostUp,0.08029197080291971,130,1.0
Spencer,Dinwiddie,Spencer Dinwiddie,615d0e4fe771e94fc0255ac9,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,48,4,2,0.5,0,3,3,0.0,0.0,0,3,3,0.0,0,0,0,2,0,2,0,1,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,1.0
Nikola,Vucevic,Nikola Vucevic,605fef725fe05a0e9f44695f,Chicago Bulls,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Chicago,CHI,54457dd3300969b132fcfe4b,82,267,234,0.8764044943820225,104,109,213,0.48826291079812206,0.48826291079812206,104,109,213,0.48826291079812206,0,0,0,26,5,31,5,16,117,41,6120261cea4488c9fd5c57c5,,PostUp,0.17740863787375416,112,0.8387096774193549
Grayson,Allen,Grayson Allen,615d0caee771e94fc01cac1e,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,82,1,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,6120261cea4488c9fd5c57c5,,PostUp,,,
JT,Thor,JT Thor,615dd267e771e94fc030267e,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,37,2,0,0.0,0,1,1,0.0,0.0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,PostUp,,,
Danilo,Gallinari,Danilo Gallinari,5fd42b555fe05a0e9f820882,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,75,141,151,1.070921985815603,50,47,97,0.5154639175257731,0.5154639175257731,50,47,97,0.5154639175257731,0,0,0,51,3,54,2,25,76,18,6120261cea4488c9fd5c57c5,,PostUp,0.1732186732186732,35,0.9444444444444444
Cade,Cunningham,Cade Cunningham,615e4bcfe771e94fc0e9eab4,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,64,19,17,0.8947368421052632,8,8,16,0.5,0.5,8,8,16,0.5,0,0,0,1,0,1,1,1,8,3,6120261cea4488c9fd5c57c5,,PostUp,0.014210919970082274,107,1.0
Jabari,Parker,Jabari Parker,607b7e92e6c2413bc4e362d2,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,15,5,4,0.8,1,3,4,0.25,0.25,1,3,4,0.25,0,0,0,2,0,2,0,0,2,0,6120261cea4488c9fd5c57c5,,PostUp,,,1.0
Clint,Capela,Clint Capela,5e3e22ba7455336e87ada266,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,79,26,24,0.9230769230769231,10,10,20,0.5,0.5,10,10,20,0.5,0,0,0,4,6,10,2,6,13,2,6120261cea4488c9fd5c57c5,,PostUp,0.03462050599201065,88,0.4
Lamar,Stevens,Lamar Stevens,5fd57d3a5fe05a0e9f5ac60e,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,68,13,6,0.46153846153846156,3,8,11,0.2727272727272727,0.2727272727272727,3,8,11,0.2727272727272727,0,0,0,0,0,0,0,0,3,2,6120261cea4488c9fd5c57c5,,PostUp,0.030660377358490566,174,
Tobias,Harris,Tobias Harris,5c5e3ba985d07ba97643717f,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,86,153,151,0.9869281045751634,64,62,126,0.5079365079365079,0.5079365079365079,64,62,126,0.5079365079365079,0,0,0,23,5,28,2,13,77,14,6120261cea4488c9fd5c57c5,,PostUp,0.1074438202247191,62,0.8214285714285714
Paul,Millsap,Paul Millsap,620c692407c7bd5c29edbc9c,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,10,3,4,1.3333333333333333,2,1,3,0.6666666666666666,0.6666666666666666,2,1,3,0.6666666666666666,0,0,0,0,0,0,0,0,2,0,6120261cea4488c9fd5c57c5,,PostUp,,,
Khris,Middleton,Khris Middleton,544580de300969b132fd50b6,Milwaukee Bucks,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Milwaukee,MIL,54457dd3300969b132fcfe4f,70,108,102,0.9444444444444444,44,48,92,0.4782608695652174,0.4782608695652174,44,48,92,0.4782608695652174,0,0,0,14,3,17,5,10,49,10,6120261cea4488c9fd5c57c5,,PostUp,0.07831762146482958,76,0.8235294117647058
Cory,Joseph,Cory Joseph,605e8fd05fe05a0e9f707462,Detroit Pistons,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Detroit,DET,54457dd3300969b132fcfe4d,69,4,2,0.5,1,2,3,0.3333333333333333,0.3333333333333333,1,2,3,0.3333333333333333,0,0,0,0,0,0,0,0,1,1,6120261cea4488c9fd5c57c5,,PostUp,,,
Evan,Mobley,Evan Mobley,615d0923e771e94fc00a6ba2,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,76,158,153,0.9683544303797469,62,61,123,0.5040650406504065,0.5040650406504065,62,61,123,0.5040650406504065,0,0,0,29,11,40,6,20,77,18,6120261cea4488c9fd5c57c5,,PostUp,0.1369150779896014,69,0.725
Scottie,Barnes,Scottie Barnes,615ba9bde771e94fc0bc4758,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,83,124,113,0.9112903225806451,50,53,103,0.4854368932038835,0.4854368932038835,50,53,103,0.4854368932038835,0,0,0,13,4,17,7,11,55,16,6120261cea4488c9fd5c57c5,,PostUp,0.09748427672955975,97,0.7647058823529411
Dean,Wade,Dean Wade,5da12eb17455336e87bfe4a6,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,55,3,2,0.6666666666666666,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,2,2,0,1,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,0.0
Danny,Green,Danny Green,5fd979f65fe05a0e9f63ab7a,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,77,1,0,0.0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,1,6120261cea4488c9fd5c57c5,,PostUp,,,
Jericho,Sims,Jericho Sims,615d00e0e771e94fc0d292aa,New York Knicks,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,NewYork,NYK,54457dd3300969b132fcfe3e,44,3,5,1.6666666666666667,1,0,1,1.0,1.0,1,0,1,1.0,0,0,0,3,1,4,0,2,3,0,6120261cea4488c9fd5c57c5,,PostUp,,,0.75
James,Harden,James Harden,620f1ad207c7bd5c29a4b8c5,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,33,1,2,2.0,0,0,0,,,0,0,0,,0,0,0,2,0,2,0,1,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,1.0
Jaylen,Brown,Jaylen Brown,5776bc715762021398fe3f18,Boston Celtics,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Boston,BOS,54457dd3300969b132fcfe3b,91,81,76,0.9382716049382716,29,28,57,0.5087719298245614,0.5087719298245614,29,28,57,0.5087719298245614,0,0,0,18,5,23,3,11,38,14,6120261cea4488c9fd5c57c5,,PostUp,0.03870043000477783,83,0.782608695652174
Rui,Hachimura,Rui Hachimura,5d9be6e17455336e875c33f8,Washington Wizards,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Washington,WAS,54457dd3300969b132fcfe41,42,43,40,0.9302325581395349,17,18,35,0.4857142857142857,0.4857142857142857,17,18,35,0.4857142857142857,0,0,0,6,6,12,0,6,21,2,6120261cea4488c9fd5c57c5,,PostUp,0.09706546275395034,87,0.5
Tristan,Thompson,Tristan Thompson,62071b7a07c7bd5c29bff54e,Indiana Pacers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Indiana,IND,54457dd3300969b132fcfe4e,4,3,2,0.6666666666666666,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,0,0,1,1,6120261cea4488c9fd5c57c5,,PostUp,,,
Andre,Drummond,Andre Drummond,620b15cf07c7bd5c296b0b3b,Brooklyn Nets,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Brooklyn,BKN,54457dd3300969b132fcfe3d,29,38,31,0.8157894736842105,13,17,30,0.43333333333333335,0.43333333333333335,13,17,30,0.43333333333333335,0,0,0,5,4,9,1,4,16,4,6120261cea4488c9fd5c57c5,,PostUp,0.12582781456953643,131,0.5555555555555556
DJ,Stewart,DJ Stewart,615baa5fe771e94fc0c75d6c,Miami Heat,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Miami,MIA,54457dd3300969b132fcfe3c,4,2,2,1.0,1,1,2,0.5,0.5,1,1,2,0.5,0,0,0,0,0,0,0,0,1,0,6120261cea4488c9fd5c57c5,,PostUp,,,
De'Andre,Hunter,De'Andre Hunter,5d9bee7d7455336e8764a789,Atlanta Hawks,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Atlanta,ATL,54457dd3300969b132fcfe49,62,33,29,0.8787878787878788,11,15,26,0.4230769230769231,0.4230769230769231,11,15,26,0.4230769230769231,0,0,0,7,1,8,0,2,15,3,6120261cea4488c9fd5c57c5,,PostUp,0.038018433179723504,111,0.875
Thaddeus,Young,Thaddeus Young,6205d85ddf8a6a3c1168225a,Toronto Raptors,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Toronto,TOR,54457dd3300969b132fcfe50,32,9,4,0.4444444444444444,1,6,7,0.14285714285714285,0.14285714285714285,1,6,7,0.14285714285714285,0,0,0,2,0,2,0,1,2,1,6120261cea4488c9fd5c57c5,,PostUp,,,1.0
Chuma,Okeke,Chuma Okeke,5fd42b555fe05a0e9f820874,Orlando Magic,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Orlando,ORL,54457dd3300969b132fcfe3f,70,15,11,0.7333333333333333,4,6,10,0.4,0.4,4,6,10,0.4,0,0,0,3,1,4,0,2,6,3,6120261cea4488c9fd5c57c5,,PostUp,0.022658610271903322,151,0.75
Joel,Embiid,Joel Embiid,544580d1300969b132fd482b,Philadelphia 76ers,Eastern Conference,EC,54457dce300969b132fcfb48,Atlantic Division,AD,54457dd0300969b132fcfb9f,Philadelphia,PHI,54457dd3300969b132fcfe40,80,587,617,1.051107325383305,192,200,392,0.4897959183673469,0.4897959183673469,192,200,392,0.4897959183673469,0,0,0,233,44,277,27,128,313,70,6120261cea4488c9fd5c57c5,,PostUp,0.27276951672862454,43,0.8411552346570397
Jarrett,Allen,Jarrett Allen,6008ed775fe05a0e9f9bec08,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,62,111,118,1.063063063063063,42,34,76,0.5526315789473685,0.5526315789473685,42,34,76,0.5526315789473685,0,0,0,34,8,42,2,19,62,15,6120261cea4488c9fd5c57c5,,PostUp,0.14015151515151514,37,0.8095238095238095
Kevin,Love,Kevin Love,544580db300969b132fd4f34,Cleveland Cavaliers,Eastern Conference,EC,54457dce300969b132fcfb48,Central Division,CD,54457dd0300969b132fcfba0,Cleveland,CLE,54457dd3300969b132fcfe4c,81,156,141,0.9038461538461539,47,54,101,0.46534653465346537,0.46534653465346537,47,54,101,0.46534653465346537,0,0,0,47,12,59,3,20,73,27,6120261cea4488c9fd5c57c5,,PostUp,0.15853658536585366,100,0.7966101694915254
Nick,Richards,Nick Richards,5fd582355fe05a0e9f6d194f,Charlotte Hornets,Eastern Conference,EC,54457dce300969b132fcfb48,Southeast Division,SD,54457dd0300969b132fcfba1,Charlotte,CHA,54457dd3300969b132fcfe58,54,11,14,1.2727272727272727,6,2,8,0.75,0.75,6,2,8,0.75,0,0,0,2,3,5,1,2,7,1,6120261cea4488c9fd5c57c5,,PostUp,0.0718954248366013,7,0.4
