Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,POINTS,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH
2025-26,1641711,Gradey Dick,1610612761,TOR,28,17,11,443.0,179,472,332,12.5,1.59,0.99,0.379,9,0,18,1.111,0.0,0.778
2025-26,1628960,Grayson Allen,1610612756,PHX,18,9,9,559.0,294,1023,528,56.1,3.29,2.55,0.287,9,0,7,0.889,0.0,0.857
2025-26,1627824,Guerschon Yabusele,1610612752,NYK,25,19,6,246.0,74,302,196,8.7,1.73,0.7,0.245,7,3,21,0.286,0.667,0.524
2025-26,1630611,Gui Santos,1610612744,GSW,21,9,12,194.0,70,354,214,10.9,1.85,0.87,0.198,6,3,30,0.667,0.667,0.667
2025-26,203084,Harrison Barnes,1610612759,SAS,26,19,7,792.0,332,1002,585,38.0,2.28,1.18,0.331,18,7,23,0.333,0.714,0.652
2025-26,1631127,Harrison Ingram,1610612759,SAS,3,2,1,11.0,5,13,7,0.3,1.55,0.61,0.385,0,0,3,0.0,0.0,0.667
2025-26,1630529,Herbert Jones,1610612740,NOP,20,5,15,582.0,201,898,518,37.9,2.53,1.43,0.224,11,0,31,0.273,0.0,0.613
2025-26,1642864,Hugo González,1610612738,BOS,21,12,9,247.0,76,284,156,9.5,2.01,1.2,0.268,5,0,19,0.8,0.0,0.737
2025-26,1630621,Hunter Dickinson,1610612740,NOP,1,0,1,5.0,2,7,7,0.1,1.25,0.57,0.286,1,0,1,0.0,0.0,0.0
2025-26,1642282,Hunter Sallis,1610612755,PHI,6,3,3,25.0,7,61,20,4.3,4.28,3.97,0.115,0,0,0,0.0,0.0,0.0
2025-26,1641816,Hunter Tyson,1610612743,DEN,9,8,1,35.0,10,62,34,2.5,2.45,1.37,0.161,2,0,2,0.0,0.0,0.0
2025-26,1630193,Immanuel Quickley,1610612761,TOR,27,17,10,869.0,437,1973,732,149.9,4.56,4.0,0.221,12,0,23,0.333,0.0,0.957
2025-26,1642403,Isaac Jones,1610612765,DET,4,2,2,18.0,5,10,5,0.2,1.1,0.1,0.5,0,0,2,0.0,0.0,1.0
2025-26,1630171,Isaac Okoro,1610612741,CHI,18,10,8,453.0,155,457,287,12.8,1.68,1.02,0.339,11,0,50,0.364,0.0,0.84
2025-26,1642268,Isaiah Collier,1610612762,UTA,18,7,11,389.0,144,1051,336,90.5,5.17,4.89,0.137,2,0,5,1.0,0.0,1.2
2025-26,1642384,Isaiah Crawford,1610612745,HOU,2,1,1,5.0,0,2,1,0.0,1.18,0.0,0.0,0,0,0,0.0,0.0,0.0
2025-26,1628392,Isaiah Hartenstein,1610612760,OKC,20,18,2,548.0,242,1028,601,28.4,1.66,0.45,0.235,73,7,208,0.466,0.571,0.856
2025-26,1630543,Isaiah Jackson,1610612754,IND,27,6,21,515.0,208,675,417,17.9,1.6,0.62,0.308,43,10,166,0.488,1.4,0.783
2025-26,1630198,Isaiah Joe,1610612760,OKC,18,17,1,419.0,233,533,343,19.6,2.21,1.62,0.437,9,0,14,0.222,0.0,0.571
2025-26,1630587,Isaiah Livers,1610612756,PHX,13,7,6,158.0,32,171,93,4.8,1.68,1.02,0.187,4,0,11,0.5,0.0,0.182
2025-26,1630191,Isaiah Stewart,1610612765,DET,23,17,6,518.0,240,623,403,17.0,1.64,0.71,0.385,56,22,116,0.518,0.727,1.009
2025-26,1627826,Ivica Zubac,1610612746,LAC,27,6,21,885.0,432,1478,923,45.6,1.85,0.7,0.292,137,155,323,0.577,0.542,0.876
2025-26,1631120,JD Davison,1610612745,HOU,11,10,1,74.0,20,121,53,9.7,4.81,4.02,0.165,0,0,2,0.0,0.0,0.0
2025-26,1629630,Ja Morant,1610612763,MEM,14,5,9,392.0,248,973,328,85.5,5.28,4.73,0.255,3,6,9,1.333,0.333,1.111
2025-26,1642266,Ja'Kobe Walter,1610612761,TOR,25,16,9,414.0,130,502,256,17.4,2.08,1.35,0.259,10,0,23,0.8,0.0,0.522
2025-26,1631095,Jabari Smith Jr.,1610612745,HOU,23,15,8,791.0,351,1119,532,42.8,2.29,1.41,0.314,28,18,63,0.607,0.556,0.905
2025-26,1631133,Jabari Walker,1610612755,PHI,24,14,10,332.0,111,406,243,10.0,1.48,0.52,0.273,13,1,55,0.615,0.0,0.909
2025-26,1631210,Jacob Toppin,1610612737,ATL,5,3,2,17.0,8,35,19,1.2,2.01,1.09,0.229,1,0,3,0.0,0.0,2.0
2025-26,1630702,Jaden Hardy,1610612742,DAL,21,6,15,220.0,121,326,145,17.4,3.2,2.97,0.371,1,0,1,0.0,0.0,2.0
2025-26,1631093,Jaden Ivey,1610612765,DET,11,7,4,165.0,87,301,168,17.0,3.38,3.0,0.289,3,0,9,1.667,0.0,1.333
2025-26,1630183,Jaden McDaniels,1610612750,MIN,26,16,10,857.0,408,1322,720,49.5,2.25,1.58,0.309,12,3,51,1.0,1.333,1.039
2025-26,1630256,Jae'Sean Tate,1610612745,HOU,14,11,3,116.0,41,161,79,7.2,2.69,1.81,0.255,4,2,12,1.75,1.0,0.833
2025-26,1642942,Jahmai Mashack,1610612763,MEM,4,4,0,15.0,6,22,14,1.2,3.22,2.91,0.273,0,0,1,0.0,0.0,0.0
2025-26,1642443,Jahmir Young,1610612748,MIA,5,4,1,24.0,10,61,26,3.1,3.07,2.98,0.164,1,0,1,0.0,0.0,0.0
2025-26,1643141,Jahmyl Telfort,1610612746,LAC,8,2,6,32.0,1,30,11,1.7,3.37,2.4,0.033,0,0,0,0.0,0.0,0.0
2025-26,1631170,Jaime Jaquez Jr.,1610612748,MIA,25,14,11,743.0,393,1768,788,91.9,3.12,2.87,0.222,22,11,62,0.955,0.727,1.081
2025-26,1631222,Jake LaRavia,1610612747,LAL,26,19,7,638.0,222,1001,513,36.9,2.21,1.41,0.222,17,1,57,1.059,0.0,1.175
2025-26,1627751,Jakob Poeltl,1610612761,TOR,20,13,7,524.0,202,772,464,20.3,1.58,0.36,0.262,74,9,155,0.608,0.333,0.845
2025-26,1628973,Jalen Brunson,1610612752,NYK,24,18,6,841.0,688,2217,876,190.2,5.15,4.83,0.31,11,19,16,0.727,0.684,0.75
2025-26,1631105,Jalen Duren,1610612765,DET,24,18,6,701.0,432,1184,619,39.5,2.0,1.09,0.365,99,28,252,0.677,0.786,0.964
2025-26,1630224,Jalen Green,1610612756,PHX,2,2,0,30.0,31,61,32,4.3,4.21,4.11,0.508,0,0,2,0.0,0.0,0.0
2025-26,1630552,Jalen Johnson,1610612737,ATL,25,14,11,882.0,589,2254,972,118.8,3.16,2.23,0.261,64,18,81,0.781,0.667,1.16
2025-26,1629618,Jalen Pickett,1610612743,DEN,12,11,1,121.0,38,217,106,14.9,4.11,3.6,0.175,4,1,7,0.5,0.0,0.571
2025-26,1630188,Jalen Smith,1610612741,CHI,21,11,10,352.0,195,693,444,16.3,1.41,0.54,0.281,31,5,76,0.516,0.4,0.737
2025-26,1630591,Jalen Suggs,1610612753,ORL,21,13,8,538.0,324,1255,509,77.0,3.68,3.02,0.258,5,4,19,0.0,0.5,1.368
2025-26,1631114,Jalen Williams,1610612760,OKC,8,7,1,230.0,141,436,159,31.6,4.35,4.22,0.323,2,0,9,1.0,0.0,0.889
2025-26,1630592,Jalen Wilson,1610612751,BKN,20,4,16,279.0,103,375,208,18.0,2.89,1.99,0.275,2,0,5,0.0,0.0,0.0
2025-26,1631288,Jamal Cain,1610612753,ORL,5,4,1,31.0,8,37,18,1.5,2.37,1.33,0.216,0,0,3,0.0,0.0,0.0
2025-26,1627750,Jamal Murray,1610612743,DEN,25,19,6,876.0,629,1913,836,162.8,5.1,4.71,0.329,19,5,23,1.474,0.8,1.435
2025-26,1642347,Jamal Shead,1610612761,TOR,28,17,11,562.0,180,1337,510,101.4,4.55,3.95,0.135,5,0,15,0.0,0.0,0.267
2025-26,1631123,Jamaree Bouyea,1610612756,PHX,11,5,6,156.0,79,293,146,17.6,3.61,2.84,0.27,1,0,2,0.0,0.0,1.0
2025-26,201935,James Harden,1610612746,LAC,25,6,19,885.0,651,1973,818,188.4,5.73,5.09,0.33,14,8,7,0.714,1.0,0.857
2025-26,1630164,James Wiseman,1610612754,IND,1,0,1,20.0,4,19,14,0.6,1.87,0.95,0.211,0,1,5,0.0,0.0,0.8
2025-26,1642364,Jamir Watkins,1610612764,WAS,10,2,8,120.0,34,132,62,3.1,1.43,0.51,0.258,4,0,9,1.0,0.0,0.667
2025-26,1642419,Jamison Battle,1610612761,TOR,18,12,6,142.0,67,160,95,3.7,1.38,0.61,0.419,3,0,9,2.0,0.0,1.0
2025-26,1641716,Jarace Walker,1610612754,IND,27,6,21,682.0,257,1109,599,43.0,2.33,1.68,0.232,12,3,26,0.75,0.0,0.5
2025-26,1642272,Jared McCain,1610612755,PHI,16,8,8,284.0,110,564,264,30.7,3.27,3.19,0.195,4,0,3,0.0,0.0,0.0
2025-26,1628991,Jaren Jackson Jr.,1610612763,MEM,25,11,14,738.0,445,1110,706,43.7,2.36,1.56,0.401,12,83,46,0.75,0.687,0.804
2025-26,1629020,Jarred Vanderbilt,1610612747,LAL,17,13,4,300.0,78,449,201,15.6,2.08,1.12,0.174,11,0,47,0.273,0.0,0.638
2025-26,1628386,Jarrett Allen,1610612739,CLE,17,9,8,442.0,238,622,411,16.5,1.6,0.55,0.383,68,20,145,0.794,0.7,0.986
2025-26,1642859,Jase Richardson,1610612753,ORL,16,7,9,120.0,65,214,117,12.4,3.48,3.11,0.304,0,0,3,0.0,0.0,0.667
2025-26,1642914,Javon Small,1610612763,MEM,8,4,4,99.0,34,200,94,15.6,4.68,4.61,0.17,2,0,2,0.0,0.0,1.0
2025-26,1631451,Javonte Cooke,1610612757,POR,5,1,4,31.0,7,62,24,3.9,3.78,3.05,0.113,1,0,1,0.0,0.0,2.0
2025-26,1629750,Javonte Green,1610612765,DET,26,20,6,488.0,173,709,383,18.7,1.58,0.65,0.244,18,0,45,0.5,0.0,0.8
2025-26,1629637,Jaxson Hayes,1610612747,LAL,23,17,6,393.0,137,454,267,10.7,1.42,0.44,0.302,33,4,110,0.636,0.0,0.964
2025-26,1630643,Jay Huff,1610612754,IND,27,6,21,522.0,217,661,502,14.9,1.36,0.37,0.328,18,10,62,0.778,0.4,0.774
2025-26,1627759,Jaylen Brown,1610612738,BOS,25,14,11,843.0,733,1693,942,118.0,4.18,3.51,0.433,17,36,38,0.412,0.5,0.711
2025-26,1641740,Jaylen Clark,1610612750,MIN,25,17,8,368.0,111,302,212,7.2,1.44,0.8,0.368,6,0,33,0.0,0.0,0.818
2025-26,1642377,Jaylen Wells,1610612763,MEM,27,13,14,729.0,344,845,564,39.0,2.77,2.25,0.407,12,0,32,0.833,0.0,1.0
2025-26,1631119,Jaylin Williams,1610612760,OKC,25,23,2,458.0,137,927,471,23.6,1.53,0.38,0.148,19,3,25,0.842,0.0,0.36
2025-26,1642281,Jaylon Tyson,1610612739,CLE,23,12,11,652.0,310,877,482,27.9,1.91,1.25,0.353,35,1,71,0.857,0.0,0.887
2025-26,201145,Jeff Green,1610612745,HOU,10,9,1,48.0,21,39,30,1.2,1.87,0.51,0.538,2,3,2,1.0,0.667,1.0
2025-26,203924,Jerami Grant,1610612757,POR,25,10,15,749.0,499,1251,736,63.1,3.03,2.23,0.399,23,15,33,0.435,0.4,1.091
2025-26,1642847,Jeremiah Fears,1610612740,NOP,28,6,22,766.0,432,1714,566,133.6,4.68,4.86,0.252,11,3,24,0.727,0.0,0.625
2025-26,1630526,Jeremiah Robinson-Earl,1610612754,IND,17,4,13,300.0,79,391,187,9.4,1.45,0.78,0.202,4,0,34,1.0,0.0,0.735
2025-26,1631110,Jeremy Sochan,1610612759,SAS,18,12,6,292.0,104,447,252,16.7,2.24,1.35,0.233,25,3,63,0.8,1.667,0.683
2025-26,1630579,Jericho Sims,1610612749,MIL,21,7,14,321.0,62,436,204,11.0,1.52,0.57,0.142,22,0,70,0.364,0.0,0.614
2025-26,1641724,Jett Howard,1610612753,ORL,18,9,9,206.0,104,231,166,9.1,2.36,1.88,0.45,1,0,2,0.0,0.0,2.0
2025-26,1628975,Jevon Carter,1610612741,CHI,14,3,11,200.0,96,312,181,13.1,2.52,2.06,0.308,1,0,2,2.0,0.0,0.0
2025-26,202710,Jimmy Butler III,1610612744,GSW,24,12,12,751.0,471,1553,1000,94.1,3.64,2.48,0.303,45,47,160,0.756,0.383,0.75
2025-26,1642866,Joan Beringer,1610612750,MIN,9,6,3,37.0,18,55,30,1.0,1.14,0.38,0.327,2,1,16,2.0,2.0,1.0
2025-26,1629111,Jock Landale,1610612763,MEM,27,13,14,599.0,298,834,568,18.4,1.32,0.36,0.357,53,44,209,0.66,0.659,0.761
2025-26,204060,Joe Ingles,1610612750,MIN,8,4,4,23.0,0,39,27,1.5,2.24,0.82,0.0,0,0,0,0.0,0.0,0.0
2025-26,203954,Joel Embiid,1610612755,PHI,11,6,5,288.0,225,735,558,27.4,2.24,0.97,0.306,35,53,43,0.886,0.434,1.093
2025-26,1628381,John Collins,1610612746,LAC,27,6,21,728.0,332,1001,490,31.8,1.91,0.85,0.332,32,28,86,1.125,0.964,1.14
2025-26,1629723,John Konchar,1610612763,MEM,22,11,11,286.0,67,444,231,11.6,1.57,0.78,0.151,5,0,22,1.0,0.0,1.0
2025-26,1641780,Johni Broome,1610612755,PHI,6,3,3,39.0,10,76,49,1.9,1.53,0.74,0.132,5,3,10,0.0,0.667,0.4
2025-26,1642277,Johnny Furphy,1610612754,IND,9,3,6,101.0,18,142,70,3.7,1.56,0.85,0.127,1,0,9,2.0,0.0,0.444
2025-26,1630548,Johnny Juzang,1610612750,MIN,8,6,2,22.0,9,31,20,1.9,3.73,3.26,0.29,0,0,0,0.0,0.0,0.0
2025-26,202685,Jonas Valančiūnas,1610612743,DEN,26,20,6,333.0,221,673,419,24.0,2.14,0.63,0.328,69,63,97,0.58,0.857,1.062
2025-26,1628371,Jonathan Isaac,1610612753,ORL,23,13,10,236.0,67,257,115,5.1,1.19,0.24,0.261,6,0,39,0.0,0.0,0.846
2025-26,1630228,Jonathan Kuminga,1610612744,GSW,18,9,9,446.0,212,836,479,46.3,3.32,2.48,0.254,22,17,47,0.364,0.471,0.915
2025-26,1642367,Jonathan Mogbo,1610612761,TOR,11,3,8,50.0,13,70,37,2.4,2.05,1.12,0.186,5,0,13,0.0,0.0,0.692
2025-26,203903,Jordan Clarkson,1610612752,NYK,26,19,7,525.0,258,706,433,33.8,2.87,2.17,0.365,6,0,20,1.0,0.0,0.95
2025-26,1630692,Jordan Goodwin,1610612756,PHX,24,14,10,499.0,207,868,420,41.6,2.87,2.31,0.238,6,0,36,0.0,0.0,0.75
2025-26,1641722,Jordan Hawkins,1610612740,NOP,22,3,19,316.0,113,410,257,13.6,1.99,1.54,0.276,5,0,9,0.0,0.0,0.778
2025-26,1629162,Jordan McLaughlin,1610612759,SAS,10,8,2,79.0,29,156,73,9.9,3.81,3.45,0.186,1,0,1,0.0,0.0,2.0
2025-26,1641757,Jordan Miller,1610612746,LAC,6,1,5,97.0,47,164,89,7.0,2.55,2.14,0.287,0,0,9,0.0,0.0,1.111
2025-26,1629673,Jordan Poole,1610612740,NOP,10,4,6,290.0,174,519,277,31.6,3.66,3.07,0.335,1,0,6,2.0,0.0,1.0
2025-26,1641775,Jordan Walsh,1610612738,BOS,22,14,8,469.0,169,518,278,15.5,1.8,0.9,0.326,8,0,51,0.0,0.0,1.118
2025-26,1630631,Jose Alvarado,1610612740,NOP,27,6,21,610.0,233,1296,464,97.5,4.52,4.6,0.18,9,0,11,1.111,0.0,0.727
2025-26,1630581,Josh Giddey,1610612741,CHI,24,11,13,809.0,486,2341,966,142.9,3.66,3.27,0.208,25,2,50,0.48,0.0,0.7
2025-26,1630182,Josh Green,1610612766,CHA,3,2,1,43.0,13,47,26,1.7,2.17,1.21,0.277,1,0,1,0.0,0.0,0.0
2025-26,1628404,Josh Hart,1610612752,NYK,24,17,7,713.0,298,1469,677,63.2,2.58,1.87,0.203,15,1,50,0.133,0.0,0.62
2025-26,1631169,Josh Minott,1610612738,BOS,25,15,10,475.0,175,486,279,13.8,1.71,0.8,0.36,10,0,55,0.3,0.0,0.982
2025-26,1629006,Josh Okogie,1610612745,HOU,24,16,8,517.0,171,553,333,18.3,1.98,1.21,0.309,17,0,46,0.353,0.0,0.565
2025-26,201950,Jrue Holiday,1610612757,POR,12,6,6,401.0,200,935,369,57.1,3.67,3.45,0.214,23,5,36,0.435,0.8,0.528
2025-26,1630577,Julian Champagnie,1610612759,SAS,26,19,7,744.0,288,981,519,24.1,1.48,0.62,0.294,7,0,25,1.143,0.0,0.88
2025-26,1641763,Julian Phillips,1610612741,CHI,22,9,13,222.0,62,183,112,4.3,1.42,0.53,0.339,3,0,30,0.667,0.0,0.933
2025-26,1631124,Julian Strawther,1610612743,DEN,10,10,0,77.0,35,135,64,8.3,3.71,3.01,0.259,2,0,2,1.5,0.0,1.5
2025-26,203944,Julius Randle,1610612750,MIN,27,17,10,915.0,621,1773,1130,99.3,3.36,2.28,0.35,58,67,80,0.586,0.522,0.988
2025-26,1630551,Justin Champagnie,1610612764,WAS,23,3,20,330.0,114,443,195,11.0,1.49,0.59,0.257,4,0,50,1.5,0.0,1.12
2025-26,1642348,Justin Edwards,1610612755,PHI,22,14,8,372.0,123,540,363,14.5,1.61,0.95,0.228,6,0,17,0.167,0.0,0.353
2025-26,203994,Jusuf Nurkić,1610612762,UTA,24,8,16,589.0,208,1246,730,37.8,1.82,0.69,0.167,60,15,129,0.65,0.8,0.806
2025-26,1642354,KJ Simpson,1610612766,CHA,14,5,9,223.0,84,496,221,37.2,4.49,4.32,0.169,4,0,6,0.5,0.0,1.0
2025-26,1626157,Karl-Anthony Towns,1610612752,NYK,24,17,7,797.0,537,1302,929,48.2,2.22,0.89,0.412,47,70,111,0.596,0.557,0.991
2025-26,1631255,Karlo Matković,1610612740,NOP,18,5,13,198.0,83,261,164,6.5,1.5,0.54,0.318,10,3,41,0.5,0.667,1.122
2025-26,1642857,Kasparas Jakučionis,1610612748,MIA,2,2,0,9.0,3,14,8,0.7,3.1,3.0,0.214,1,0,1,0.0,0.0,0.0
2025-26,202695,Kawhi Leonard,1610612746,LAC,17,4,13,554.0,422,899,546,63.6,4.24,3.65,0.469,30,20,31,1.167,0.9,0.903
2025-26,1630811,Keaton Wallace,1610612737,ATL,25,14,11,349.0,106,832,327,56.5,4.07,3.87,0.127,1,0,1,0.0,0.0,0.0
2025-26,1631099,Keegan Murray,1610612758,SAC,11,3,8,407.0,164,549,296,20.9,2.28,1.56,0.299,7,3,25,0.857,1.333,0.72
2025-26,1642276,Kel'el Ware,1610612748,MIA,25,14,11,604.0,287,846,399,17.5,1.24,0.29,0.339,15,8,165,0.733,0.5,1.085
2025-26,1629640,Keldon Johnson,1610612759,SAS,26,19,7,611.0,327,1041,487,39.2,2.26,1.31,0.314,8,4,63,1.25,1.5,1.048
2025-26,203482,Kelly Olynyk,1610612759,SAS,14,10,4,156.0,63,286,181,10.7,2.25,0.88,0.22,15,3,19,0.4,0.667,0.737
2025-26,1626162,Kelly Oubre Jr.,1610612755,PHI,12,7,5,418.0,201,678,405,27.1,2.4,1.4,0.296,3,2,24,1.333,1.0,1.333
2025-26,1629026,Kenrich Williams,1610612760,OKC,7,7,0,112.0,42,145,77,6.6,2.75,1.76,0.29,3,0,10,0.0,0.0,1.0
2025-26,203484,Kentavious Caldwell-Pope,1610612763,MEM,27,13,14,595.0,206,1124,642,53.6,2.86,2.04,0.183,10,1,11,0.2,0.0,0.909
2025-26,1631165,Keon Ellis,1610612758,SAC,24,5,19,407.0,128,528,244,19.3,2.19,1.5,0.242,5,0,13,0.4,0.0,0.308
2025-26,1642352,Keshad Johnson,1610612748,MIA,10,6,4,119.0,39,198,111,6.7,2.02,1.2,0.197,5,1,16,0.4,0.0,0.875
2025-26,201142,Kevin Durant,1610612745,HOU,22,14,8,794.0,553,1397,916,91.5,3.93,2.59,0.396,34,39,20,0.941,0.795,1.6
2025-26,1628989,Kevin Huerter,1610612741,CHI,21,10,11,508.0,254,821,526,29.0,2.12,1.44,0.309,10,0,41,1.4,0.0,1.171
2025-26,201567,Kevin Love,1610612762,UTA,16,5,11,241.0,102,457,259,12.8,1.68,0.39,0.223,5,1,20,0.6,1.0,1.2
2025-26,1641755,Kevin McCullar Jr.,1610612752,NYK,2,2,0,1.0,3,4,2,0.5,7.73,6.5,0.75,0,0,0,0.0,0.0,0.0
2025-26,1629645,Kevin Porter Jr.,1610612749,MIL,9,4,5,275.0,176,674,263,57.4,5.11,5.08,0.261,4,1,6,0.5,2.0,0.0
2025-26,1626172,Kevon Looney,1610612740,NOP,12,2,10,155.0,32,264,176,7.5,1.7,0.67,0.121,10,0,27,0.4,0.0,0.815
2025-26,1641718,Keyonte George,1610612762,UTA,26,10,16,882.0,621,2157,928,167.2,4.65,4.02,0.288,13,0,18,0.846,0.0,1.111
2025-26,1642863,Khaman Maluach,1610612756,PHX,12,6,6,59.0,17,89,46,2.9,1.96,0.74,0.191,1,2,12,2.0,0.0,0.833
2025-26,203114,Khris Middleton,1610612764,WAS,16,3,13,413.0,167,564,366,28.3,3.01,2.12,0.296,6,38,25,0.333,0.526,0.64
2025-26,202691,Klay Thompson,1610612742,DAL,26,9,17,563.0,282,692,509,24.5,2.12,1.4,0.408,5,2,9,0.0,0.0,1.111
2025-26,1641738,Kobe Brown,1610612746,LAC,18,3,15,221.0,70,334,167,14.8,2.66,1.92,0.21,5,2,16,0.4,0.0,0.688
2025-26,1642920,Kobe Sanders,1610612746,LAC,19,4,15,371.0,120,489,251,25.6,3.14,2.69,0.245,10,0,8,0.4,0.0,0.875
2025-26,1642886,Koby Brea,1610612756,PHX,2,1,1,8.0,4,15,8,1.1,4.28,4.14,0.267,0,0,0,0.0,0.0,0.0
2025-26,1642851,Kon Knueppel,1610612766,CHA,27,9,18,918.0,523,1566,954,64.8,2.48,1.89,0.334,18,0,26,0.833,0.0,0.731
2025-26,1627739,Kris Dunn,1610612746,LAC,27,6,21,716.0,224,1328,545,79.0,3.57,2.93,0.169,28,1,56,0.393,0.0,0.75
2025-26,1631200,Kris Murray,1610612757,POR,24,8,16,599.0,132,527,333,17.6,2.01,1.23,0.25,15,0,68,0.333,0.0,0.5
2025-26,204001,Kristaps Porziņģis,1610612737,ATL,13,6,7,337.0,249,500,365,15.1,1.82,0.65,0.498,41,50,72,0.683,1.0,1.069
2025-26,203937,Kyle Anderson,1610612762,UTA,9,2,7,161.0,60,281,165,13.0,2.78,1.49,0.214,12,1,20,0.667,2.0,0.8
2025-26,1642271,Kyle Filipowski,1610612762,UTA,25,10,15,581.0,245,957,474,33.3,2.09,1.0,0.256,35,15,77,0.714,0.533,0.792
2025-26,1628398,Kyle Kuzma,1610612749,MIL,25,11,14,651.0,342,1029,578,40.7,2.37,1.27,0.332,32,7,58,0.688,0.286,0.983
2025-26,200768,Kyle Lowry,1610612755,PHI,4,3,1,32.0,6,56,29,2.0,2.11,1.37,0.107,1,0,0,0.0,0.0,0.0
2025-26,1642273,Kyshawn George,1610612764,WAS,23,3,20,727.0,338,1532,723,87.5,3.43,2.66,0.221,8,11,16,0.5,0.182,0.625
2025-26,1630163,LaMelo Ball,1610612766,CHA,17,6,11,492.0,338,1317,573,99.6,4.54,4.37,0.257,9,1,24,0.667,2.0,0.833
2025-26,1642950,Lachlan Olbrich,1610612741,CHI,5,0,5,36.0,2,67,40,1.8,1.64,0.82,0.03,2,0,4,0.0,0.0,0.5
2025-26,1629013,Landry Shamet,1610612752,NYK,15,9,6,314.0,139,390,233,15.3,2.35,1.91,0.356,2,0,9,1.5,0.0,0.556
2025-26,1626204,Larry Nance Jr.,1610612739,CLE,16,10,6,240.0,57,295,206,8.4,1.71,0.83,0.193,13,3,38,0.0,0.0,0.421
2025-26,1628374,Lauri Markkanen,1610612762,UTA,24,10,14,848.0,667,1327,850,42.4,1.92,0.95,0.503,66,24,147,0.955,0.792,1.129
2025-26,2544,LeBron James,1610612747,LAL,10,8,2,337.0,186,676,403,30.6,2.72,1.74,0.275,30,25,30,0.467,0.4,0.6
2025-26,1631159,Leonard Miller,1610612750,MIN,9,6,3,38.0,15,73,33,2.7,2.26,1.25,0.205,0,2,3,0.0,1.0,0.667
2025-26,1642862,Liam McNeeley,1610612766,CHA,18,6,12,254.0,89,318,164,11.0,2.07,1.38,0.28,3,0,7,0.0,0.0,0.0
2025-26,1630322,Lindy Waters III,1610612759,SAS,13,9,4,87.0,25,129,72,4.4,2.05,1.46,0.194,0,0,2,0.0,0.0,0.0
2025-26,1628366,Lonzo Ball,1610612739,CLE,21,11,10,497.0,114,1176,477,55.0,2.81,2.06,0.097,12,0,28,0.167,0.0,0.357
2025-26,1629652,Luguentz Dort,1610612760,OKC,18,17,1,498.0,135,528,311,20.6,2.34,1.69,0.256,9,0,22,0.889,0.0,0.455
2025-26,1629029,Luka Dončić,1610612747,LAL,20,15,5,748.0,704,1906,744,164.0,5.16,4.24,0.369,16,53,21,1.063,0.774,0.952
2025-26,1630568,Luka Garza,1610612738,BOS,19,11,8,249.0,115,345,202,8.2,1.42,0.39,0.333,16,2,71,1.188,1.0,0.845
2025-26,1628379,Luke Kennard,1610612737,ATL,25,13,12,506.0,177,668,485,24.7,2.22,1.6,0.265,6,0,15,0.333,0.0,0.667
2025-26,1628436,Luke Kornet,1610612759,SAS,18,14,4,455.0,135,584,387,15.0,1.55,0.39,0.231,44,3,139,0.386,0.667,0.82
2025-26,1631247,Luke Travers,1610612739,CLE,11,6,5,97.0,24,150,78,4.4,1.76,1.13,0.16,5,0,10,0.8,0.0,0.4
2025-26,1630644,Mac McClung,1610612754,IND,3,0,3,34.0,19,74,42,3.7,3.01,2.66,0.257,1,0,1,4.0,0.0,4.0
