Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,POINTS,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH
2025-26,1631103,Malaki Branham,1610612764,WAS,11,1,10,88.0,40,144,60,7.7,3.19,2.63,0.278,2,0,5,1.0,0.0,1.6
2025-26,1628370,Malik Monk,1610612758,SAC,23,5,18,551.0,299,916,465,53.9,3.53,3.07,0.326,5,0,16,0.8,0.0,0.625
2025-26,1631204,Marcus Sasser,1610612765,DET,3,2,1,16.0,7,25,15,1.6,3.73,2.72,0.28,0,0,0,0.0,0.0,0.0
2025-26,203935,Marcus Smart,1610612747,LAL,17,13,4,463.0,181,730,329,38.3,3.15,2.41,0.248,8,4,14,0.25,1.25,0.857
2025-26,1641813,Mark Sears,1610612749,MIL,7,1,6,26.0,22,54,26,4.6,5.11,5.11,0.407,0,0,0,0.0,0.0,0.0
2025-26,1631109,Mark Williams,1610612756,PHX,23,14,9,570.0,299,834,487,20.4,1.46,0.35,0.359,61,8,194,0.934,0.875,1.149
2025-26,1628963,Marvin Bagley III,1610612764,WAS,21,3,18,405.0,204,624,386,18.3,1.76,0.56,0.327,57,11,115,0.491,0.545,1.043
2025-26,203486,Mason Plumlee,1610612766,CHA,12,6,6,107.0,21,158,85,5.4,2.06,0.59,0.133,9,0,24,0.222,0.0,0.625
2025-26,1641824,Matas Buzelis,1610612741,CHI,26,11,15,726.0,349,1207,600,49.1,2.44,1.67,0.289,19,2,59,0.947,0.0,0.797
2025-26,1629680,Matisse Thybulle,1610612757,POR,4,2,2,49.0,20,58,30,1.7,1.73,1.1,0.345,1,0,1,0.0,0.0,0.0
2025-26,1631108,Max Christie,1610612742,DAL,28,11,17,803.0,330,1055,590,42.6,2.42,1.77,0.313,4,1,13,1.0,0.0,0.462
2025-26,1628467,Maxi Kleber,1610612747,LAL,11,7,4,140.0,23,159,85,3.5,1.32,0.27,0.145,7,0,12,0.429,0.0,0.25
2025-26,1642875,Maxime Raynaud,1610612758,SAC,18,5,13,332.0,153,517,281,13.3,1.54,0.5,0.296,42,15,99,0.548,0.8,1.0
2025-26,1642877,Micah Peavy,1610612740,NOP,22,3,19,354.0,107,388,268,12.9,2.0,1.14,0.276,7,0,43,0.286,0.0,0.907
2025-26,1629008,Michael Porter Jr.,1610612751,BKN,22,7,15,718.0,565,1334,801,47.4,2.13,1.13,0.424,25,6,78,1.16,0.333,1.436
2025-26,1628969,Mikal Bridges,1610612752,NYK,26,19,7,906.0,432,1580,842,71.5,2.71,2.05,0.273,25,4,56,1.04,1.0,1.107
2025-26,201144,Mike Conley,1610612750,MIN,24,15,9,459.0,127,991,472,61.7,3.74,3.41,0.128,3,0,6,0.0,0.0,0.0
2025-26,1628970,Miles Bridges,1610612766,CHA,27,9,18,939.0,571,1655,978,74.3,2.69,2.07,0.345,17,21,60,0.588,0.381,0.933
2025-26,1642939,Miles Kelly,1610612742,DAL,2,1,1,11.0,2,10,4,0.3,1.82,1.3,0.2,0,0,0,0.0,0.0,0.0
2025-26,1630540,Miles McBride,1610612752,NYK,20,16,4,539.0,232,924,471,45.5,2.95,2.6,0.251,7,1,16,0.857,0.0,0.688
2025-26,1629011,Mitchell Robinson,1610612752,NYK,17,12,5,297.0,62,284,193,6.4,1.34,0.34,0.218,11,0,92,0.182,0.0,0.641
2025-26,1642885,Mohamed Diawara,1610612752,NYK,18,13,5,74.0,17,126,63,5.9,2.8,1.92,0.135,0,0,5,0.0,0.0,0.4
2025-26,1628420,Monte Morris,1610612754,IND,6,0,6,65.0,18,152,71,9.2,3.64,3.07,0.118,3,0,3,0.667,0.0,1.333
2025-26,1630541,Moses Moody,1610612744,GSW,26,11,15,648.0,296,847,611,34.1,2.41,1.66,0.349,13,0,37,0.615,0.0,0.622
2025-26,1631243,Mouhamed Gueye,1610612737,ATL,28,15,13,467.0,158,573,325,14.7,1.54,0.63,0.276,20,5,82,0.4,0.0,0.841
2025-26,1630619,Moussa Cisse,1610612742,DAL,19,5,14,194.0,59,187,117,5.0,1.59,0.47,0.316,17,2,63,0.0,1.0,0.778
2025-26,1631217,Moussa Diabaté,1610612766,CHA,26,9,17,568.0,212,803,430,24.8,1.85,0.53,0.264,68,5,183,0.544,0.0,0.743
2025-26,1626167,Myles Turner,1610612749,MIL,27,11,16,770.0,326,899,644,22.7,1.52,0.68,0.363,30,18,75,0.733,0.444,0.827
2025-26,1642066,Myron Gardner,1610612748,MIA,4,4,0,9.0,6,18,9,0.7,2.22,1.17,0.333,0,0,0,0.0,0.0,0.0
2025-26,1642368,N'Faly Dante,1610612737,ATL,4,3,1,15.0,3,20,10,0.4,1.3,0.75,0.15,4,0,3,0.0,0.0,0.0
2025-26,1641772,Nae'Qwan Tomlin,1610612739,CLE,19,10,9,304.0,124,323,203,9.5,1.77,1.1,0.384,8,0,60,0.5,0.0,1.017
2025-26,1630230,Naji Marshall,1610612742,DAL,28,11,17,789.0,362,1100,543,55.7,3.04,2.49,0.329,30,2,38,0.6,1.0,1.158
2025-26,1629675,Naz Reid,1610612750,MIN,27,17,10,715.0,377,1420,693,40.4,1.71,0.95,0.265,20,23,47,0.5,1.0,0.83
2025-26,1629674,Neemias Queta,1610612738,BOS,24,13,11,593.0,238,808,509,21.4,1.59,0.52,0.295,58,1,201,0.569,0.0,1.015
2025-26,1629651,Nic Claxton,1610612751,BKN,26,7,19,789.0,352,1417,997,57.7,2.44,1.11,0.248,137,9,205,0.38,0.111,0.844
2025-26,1630208,Nick Richards,1610612756,PHX,24,12,12,225.0,81,331,157,8.2,1.49,0.48,0.245,20,3,74,0.85,0.667,0.77
2025-26,1641733,Nick Smith Jr.,1610612747,LAL,10,6,4,139.0,70,264,97,20.8,4.72,4.45,0.265,2,0,2,1.0,0.0,1.0
2025-26,1629638,Nickeil Alexander-Walker,1610612737,ATL,26,13,13,851.0,537,1627,744,93.5,3.45,3.04,0.33,11,0,34,0.818,0.0,1.118
2025-26,201587,Nicolas Batum,1610612746,LAC,26,6,20,513.0,118,714,351,14.6,1.22,0.22,0.165,8,0,7,0.25,0.0,0.0
2025-26,1628502,Nigel Hayes-Davis,1610612756,PHX,18,8,10,164.0,26,176,93,6.0,2.04,1.39,0.148,12,3,10,0.333,1.0,0.8
2025-26,203999,Nikola Jokić,1610612743,DEN,26,20,6,912.0,769,2583,1422,121.2,2.82,1.39,0.298,254,209,212,0.587,0.727,1.137
2025-26,1631107,Nikola Jović,1610612748,MIA,18,9,9,337.0,135,626,322,23.6,2.26,1.55,0.216,4,12,21,0.5,0.583,0.381
2025-26,202696,Nikola Vučević,1610612741,CHI,25,11,14,751.0,394,1728,1266,39.6,1.38,0.5,0.228,115,89,180,0.435,0.326,0.678
2025-26,1642363,Nique Clifford,1610612758,SAC,22,5,17,365.0,91,503,228,20.7,2.47,1.73,0.181,5,0,17,1.2,0.0,1.0
2025-26,1642855,Noa Essengue,1610612741,CHI,2,1,1,6.0,0,9,7,0.1,0.68,0.11,0.0,0,0,1,0.0,0.0,0.0
2025-26,1641730,Noah Clowney,1610612751,BKN,26,7,19,727.0,342,1054,584,36.6,2.09,1.2,0.324,15,1,28,0.4,2.0,0.607
2025-26,1642869,Noah Penda,1610612753,ORL,14,6,8,125.0,50,233,117,6.8,1.75,1.05,0.215,4,3,23,0.0,0.667,0.565
2025-26,1642849,Nolan Traore,1610612751,BKN,6,1,5,53.0,7,110,46,7.5,4.11,3.47,0.064,0,0,0,0.0,0.0,0.0
2025-26,1626181,Norman Powell,1610612748,MIA,20,12,8,618.0,497,920,623,36.3,2.37,1.98,0.54,9,2,11,0.667,1.0,1.182
2025-26,1628384,OG Anunoby,1610612752,NYK,17,13,4,533.0,275,766,470,26.7,2.09,1.4,0.359,16,8,38,0.563,0.25,0.868
2025-26,1630167,Obi Toppin,1610612754,IND,3,0,3,82.0,42,180,96,6.0,2.0,1.18,0.233,3,5,13,0.667,0.0,1.077
2025-26,1630534,Ochai Agbaji,1610612761,TOR,20,11,9,306.0,77,362,185,8.7,1.44,0.66,0.213,4,0,23,0.5,0.0,1.043
2025-26,1641765,Olivier-Maxence Prosper,1610612763,MEM,15,8,7,139.0,60,212,115,7.2,2.04,1.44,0.283,6,1,21,0.5,2.0,0.476
2025-26,1630168,Onyeka Okongwu,1610612737,ATL,27,14,13,838.0,431,1382,931,34.1,1.48,0.61,0.312,56,30,160,0.643,0.667,0.931
2025-26,1631115,Orlando Robinson,1610612753,ORL,3,2,1,22.0,7,41,26,1.2,1.75,0.73,0.171,0,1,4,0.0,0.0,1.0
2025-26,1642345,Oso Ighodaro,1610612756,PHX,27,15,12,482.0,128,715,383,29.1,2.44,1.48,0.179,53,4,85,0.585,0.75,0.765
2025-26,1631172,Ousmane Dieng,1610612760,OKC,17,16,1,213.0,74,269,130,17.7,3.95,3.38,0.275,7,0,13,0.286,0.0,0.308
2025-26,1629023,P.J. Washington,1610612742,DAL,23,8,15,739.0,369,1312,588,48.8,2.23,1.4,0.281,57,22,82,0.649,0.636,0.976
2025-26,1641790,PJ Hall,1610612763,MEM,7,2,5,27.0,13,34,19,0.8,1.33,0.3,0.382,3,2,12,0.667,0.0,0.833
2025-26,1642359,Pacôme Dadiet,1610612752,NYK,10,8,2,25.0,4,42,20,1.3,1.84,1.14,0.095,1,0,2,2.0,0.0,1.0
2025-26,1631094,Paolo Banchero,1610612753,ORL,17,8,9,544.0,354,1171,573,70.3,3.6,2.78,0.302,30,30,35,0.567,0.4,1.029
2025-26,1627783,Pascal Siakam,1610612754,IND,26,6,20,886.0,620,1889,1025,90.5,2.88,2.17,0.328,48,72,71,0.625,0.597,0.859
2025-26,1626192,Pat Connaughton,1610612766,CHA,12,3,9,116.0,51,188,102,6.3,2.0,1.13,0.271,3,0,4,1.333,0.0,0.0
2025-26,1630311,Pat Spencer,1610612744,GSW,19,9,10,303.0,140,795,367,53.3,4.02,3.64,0.176,12,3,29,0.667,0.0,0.483
2025-26,1630172,Patrick Williams,1610612741,CHI,25,10,15,521.0,184,816,458,26.0,1.91,1.26,0.225,12,7,27,0.25,0.286,0.481
2025-26,202331,Paul George,1610612755,PHI,10,6,4,262.0,171,606,294,31.3,3.1,2.33,0.282,8,14,4,0.875,0.429,0.5
2025-26,1630194,Paul Reed,1610612765,DET,19,14,5,208.0,115,363,212,11.5,1.89,0.81,0.317,37,0,64,0.811,0.0,0.766
2025-26,1630202,Payton Pritchard,1610612738,BOS,26,15,11,843.0,433,1732,796,116.4,4.03,4.04,0.25,13,0,23,0.846,0.0,0.522
2025-26,1641796,Pelle Larsson,1610612748,MIA,22,13,9,480.0,194,732,453,25.0,2.05,1.19,0.265,4,0,28,1.0,0.0,0.857
2025-26,1631250,Pete Nance,1610612749,MIL,7,1,6,27.0,18,61,34,2.0,1.98,1.08,0.295,3,0,5,0.667,0.0,0.8
2025-26,1631212,Peyton Watson,1610612743,DEN,25,19,6,655.0,263,1026,446,46.3,2.71,1.39,0.256,43,1,81,0.93,0.0,0.79
2025-26,1630173,Precious Achiuwa,1610612758,SAC,19,4,15,385.0,151,480,252,16.8,2.09,1.04,0.315,32,5,71,0.813,0.4,1.028
2025-26,1629656,Quentin Grimes,1610612755,PHI,24,13,11,802.0,388,1477,885,71.0,2.88,2.44,0.263,14,1,18,0.714,2.0,1.0
2025-26,1631245,Quenton Jackson,1610612754,IND,7,1,6,136.0,70,299,145,14.9,2.99,2.48,0.234,0,0,4,0.0,0.0,1.0
2025-26,1642366,Quinten Post,1610612744,GSW,28,13,15,516.0,220,940,609,23.8,1.52,0.57,0.234,24,14,65,0.333,0.5,0.723
2025-26,1629628,RJ Barrett,1610612761,TOR,17,12,5,526.0,329,962,492,39.6,2.47,1.73,0.342,16,7,41,0.938,0.571,1.171
2025-26,1642853,Rasheer Fleming,1610612756,PHX,13,7,6,77.0,31,79,58,2.3,1.71,1.05,0.392,1,0,11,0.0,0.0,0.727
2025-26,1642484,RayJ Dennis,1610612746,LAC,14,2,12,172.0,64,464,196,30.3,3.92,3.31,0.138,4,0,6,0.5,0.0,0.0
2025-26,1641712,Rayan Rupert,1610612757,POR,19,9,10,160.0,38,220,97,7.2,1.97,1.52,0.173,2,0,13,0.0,0.0,0.769
2025-26,1642263,Reed Sheppard,1610612745,HOU,24,16,8,607.0,308,1186,494,76.6,3.87,4.06,0.26,9,0,3,1.0,0.0,0.667
2025-26,1642434,Riley Minix,1610612759,SAS,3,2,1,8.0,9,18,9,0.8,2.6,1.39,0.5,0,0,2,0.0,0.0,2.0
2025-26,1642265,Rob Dillingham,1610612750,MIN,24,15,9,253.0,93,577,239,44.3,4.6,4.66,0.161,3,0,3,0.667,0.0,0.667
2025-26,1629057,Robert Williams III,1610612757,POR,16,6,10,249.0,95,331,184,6.5,1.17,0.29,0.287,10,0,77,1.0,0.0,0.909
2025-26,1631199,Ron Harper Jr.,1610612738,BOS,4,3,1,20.0,8,51,26,3.0,3.48,2.77,0.157,1,0,1,2.0,0.0,2.0
2025-26,1641842,Ronald Holland II,1610612765,DET,26,20,6,541.0,215,883,436,31.9,2.17,1.42,0.243,10,0,29,0.5,0.0,1.172
2025-26,1626220,Royce O'Neale,1610612756,PHX,27,15,12,799.0,284,1545,716,57.7,2.24,1.35,0.184,9,0,26,0.0,0.0,0.385
2025-26,203497,Rudy Gobert,1610612750,MIN,27,17,10,843.0,314,1171,647,25.7,1.32,0.24,0.268,73,8,230,0.74,0.5,1.096
2025-26,1629060,Rui Hachimura,1610612747,LAL,25,18,7,823.0,332,829,462,25.1,1.82,0.91,0.4,23,16,60,0.957,0.5,1.15
2025-26,201566,Russell Westbrook,1610612758,SAC,26,6,20,747.0,358,1731,673,128.8,4.46,4.02,0.207,9,14,49,1.111,0.643,0.714
2025-26,1642346,Ryan Dunn,1610612756,PHX,22,13,9,498.0,159,671,320,24.5,2.19,1.57,0.237,11,0,67,0.727,0.0,0.806
2025-26,1641750,Ryan Kalkbrenner,1610612766,CHA,25,9,16,641.0,222,689,408,20.3,1.77,0.4,0.322,36,7,189,0.556,0.714,1.021
2025-26,1642948,Ryan Nembhard,1610612742,DAL,15,8,7,303.0,127,710,248,64.0,5.41,5.14,0.179,3,0,4,0.0,0.0,0.5
2025-26,1631157,Ryan Rollins,1610612749,MIL,27,11,16,843.0,450,1872,753,144.3,4.62,4.12,0.24,5,0,16,0.8,0.0,0.313
2025-26,1630180,Saddiq Bey,1610612740,NOP,27,6,21,793.0,397,1155,754,45.3,2.35,1.51,0.344,18,42,64,0.444,0.738,0.969
2025-26,1630573,Sam Hauser,1610612738,BOS,26,15,11,562.0,172,824,416,21.6,1.57,0.57,0.209,10,0,17,0.9,0.0,0.765
2025-26,1630241,Sam Merrill,1610612739,CLE,12,9,3,311.0,167,511,304,14.5,1.71,1.13,0.327,9,1,10,0.0,0.0,0.4
2025-26,1630572,Sandro Mamukelashvili,1610612761,TOR,27,16,11,543.0,272,877,552,25.3,1.73,0.77,0.31,42,8,102,0.548,0.5,0.824
2025-26,1630583,Santi Aldama,1610612763,MEM,27,13,14,726.0,348,1359,773,40.8,1.8,0.9,0.256,36,16,83,0.667,0.75,0.988
2025-26,1630567,Scottie Barnes,1610612761,TOR,28,17,11,950.0,554,1936,1032,82.6,2.56,1.7,0.286,79,52,163,0.785,0.346,0.816
2025-26,203552,Seth Curry,1610612744,GSW,2,0,2,32.0,14,33,24,1.2,2.27,1.21,0.424,0,0,1,0.0,0.0,2.0
2025-26,1631101,Shaedon Sharpe,1610612757,POR,22,8,14,627.0,478,1189,605,70.9,3.58,3.14,0.402,34,2,40,0.706,0.0,1.025
2025-26,1628983,Shai Gilgeous-Alexander,1610612760,OKC,26,24,2,859.0,843,1726,617,161.0,5.6,5.52,0.488,21,29,27,1.048,0.69,0.926
2025-26,1630536,Sharife Cooper,1610612764,WAS,4,1,3,10.0,0,17,5,2.2,7.93,6.12,0.0,0,0,1,0.0,0.0,0.0
2025-26,1631321,Sidy Cissoko,1610612757,POR,21,7,14,410.0,119,578,323,24.3,2.52,1.78,0.206,10,0,18,0.9,0.0,0.389
2025-26,1631323,Simone Fontecchio,1610612748,MIA,25,14,11,489.0,244,725,471,20.7,1.72,1.08,0.337,15,0,24,0.667,0.0,0.625
2025-26,1642883,Sion James,1610612766,CHA,27,9,18,710.0,186,948,482,41.3,2.61,1.75,0.196,16,0,22,0.75,0.0,0.727
2025-26,1642461,Spencer Jones,1610612743,DEN,22,17,5,385.0,108,294,196,6.6,1.36,0.52,0.367,6,0,43,0.667,0.0,0.814
2025-26,201939,Stephen Curry,1610612744,GSW,19,9,10,597.0,548,1235,554,84.7,4.11,4.15,0.444,17,0,21,1.059,0.0,1.143
2025-26,1642264,Stephon Castle,1610612759,SAS,17,13,4,524.0,312,1271,474,95.4,4.5,3.83,0.245,19,5,42,0.737,0.8,1.19
2025-26,203500,Steven Adams,1610612745,HOU,20,14,6,433.0,125,535,314,14.3,1.61,0.41,0.234,49,6,153,0.388,0.667,0.641
2025-26,1629004,Svi Mykhailiuk,1610612762,UTA,25,9,16,640.0,224,792,446,28.3,2.15,1.36,0.283,11,0,19,0.364,0.0,0.737
2025-26,204456,T.J. McConnell,1610612754,IND,17,5,12,283.0,155,808,261,70.3,5.22,5.06,0.192,7,0,12,1.143,0.0,1.167
2025-26,1643007,Taelon Peter,1610612754,IND,15,3,12,106.0,24,208,117,7.8,2.24,1.79,0.115,2,0,2,0.0,0.0,0.0
2025-26,1631106,Tari Eason,1610612745,HOU,11,8,3,255.0,126,384,171,15.4,2.41,1.64,0.328,2,0,17,0.0,0.0,1.059
2025-26,1627752,Taurean Prince,1610612749,MIL,8,5,3,169.0,49,181,110,5.8,1.93,0.89,0.271,0,0,0,0.0,0.0,0.0
2025-26,1641707,Taylor Hendricks,1610612762,UTA,15,5,10,230.0,81,247,141,6.9,1.68,0.84,0.328,13,3,31,0.615,0.667,0.548
2025-26,1629611,Terance Mann,1610612751,BKN,24,5,19,631.0,206,1101,498,75.5,4.11,3.63,0.187,17,3,42,0.647,0.0,0.643
2025-26,1630545,Terrence Shannon Jr.,1610612750,MIN,18,11,7,249.0,87,317,176,14.8,2.8,2.18,0.274,1,0,4,2.0,0.0,1.0
2025-26,203648,Thanasis Antetokounmpo,1610612749,MIL,10,4,6,25.0,18,35,23,0.9,1.56,1.0,0.514,0,1,5,0.0,1.0,1.6
2025-26,1628418,Thomas Bryant,1610612739,CLE,21,11,10,180.0,79,274,169,8.1,1.78,0.46,0.288,9,7,36,0.222,0.571,1.194
2025-26,1642275,Tidjane Salaün,1610612766,CHA,14,6,8,209.0,92,281,143,7.3,1.56,0.67,0.327,7,0,15,0.286,0.0,0.733
2025-26,203501,Tim Hardaway Jr.,1610612743,DEN,26,20,6,664.0,317,766,492,22.4,1.76,0.88,0.414,13,0,14,1.0,0.0,1.571
2025-26,202699,Tobias Harris,1610612765,DET,16,10,6,456.0,202,700,443,29.6,2.54,1.58,0.289,19,41,32,0.421,0.732,0.906
2025-26,1642449,Tolu Smith,1610612765,DET,2,1,1,22.0,17,39,27,1.2,1.81,0.8,0.436,3,2,13,1.333,0.0,0.923
2025-26,1628396,Tony Bradley,1610612754,IND,23,4,19,260.0,107,281,192,6.3,1.34,0.49,0.381,21,5,77,0.905,1.2,0.818
2025-26,1641787,Tosan Evbuomwan,1610612752,NYK,4,4,0,7.0,0,7,4,0.2,1.98,1.43,0.0,0,0,0,0.0,0.0,0.0
2025-26,1641739,Toumani Camara,1610612757,POR,26,10,16,861.0,320,1523,819,50.9,2.0,1.18,0.21,27,1,91,0.889,0.0,0.78
2025-26,1629027,Trae Young,1610612737,ATL,6,2,4,159.0,97,365,115,32.9,5.41,5.18,0.266,1,0,0,0.0,0.0,0.0
2025-26,1631218,Trayce Jackson-Davis,1610612744,GSW,18,8,10,228.0,78,388,238,10.6,1.64,0.62,0.201,14,10,64,0.143,0.2,0.891
2025-26,1642848,Tre Johnson,1610612764,WAS,18,2,16,420.0,198,511,299,23.0,2.7,2.31,0.387,4,1,10,0.5,0.0,0.0
2025-26,1630200,Tre Jones,1610612741,CHI,20,9,11,559.0,248,1234,554,75.6,3.68,3.32,0.201,6,0,19,0.667,0.0,1.105
2025-26,1630544,Tre Mann,1610612766,CHA,18,6,12,370.0,165,782,375,57.5,4.41,4.01,0.211,3,0,6,0.0,0.0,0.333
2025-26,1630570,Trendon Watford,1610612755,PHI,14,6,8,286.0,125,683,316,32.4,2.84,2.06,0.183,23,14,23,0.087,0.143,0.739
2025-26,1642280,Trentyn Flowers,1610612741,CHI,2,0,2,6.0,4,8,7,0.3,2.59,1.62,0.5,0,0,2,0.0,0.0,2.0
2025-26,1641725,Trey Alexander,1610612740,NOP,3,0,3,37.0,14,44,20,2.2,2.96,1.95,0.318,0,0,0,0.0,0.0,0.0
2025-26,1641998,Trey Jemison III,1610612752,NYK,4,4,0,29.0,5,24,15,0.9,2.35,1.04,0.208,2,0,5,0.0,0.0,0.4
2025-26,1630530,Trey Murphy III,1610612740,NOP,26,6,20,925.0,555,1605,878,69.2,2.59,2.06,0.346,21,0,79,1.095,0.0,1.38
2025-26,1641774,Tristan Vukcevic,1610612764,WAS,22,4,18,258.0,150,424,284,11.9,1.69,0.69,0.354,31,1,53,0.71,2.0,1.132
2025-26,1641783,Tristan da Silva,1610612753,ORL,26,15,11,602.0,252,777,414,27.4,2.12,1.3,0.324,15,1,47,0.533,2.0,0.851
2025-26,1629639,Tyler Herro,1610612748,MIA,4,2,2,126.0,86,219,113,10.0,2.74,2.18,0.393,2,0,2,0.0,0.0,2.0
2025-26,1642278,Tyler Kolek,1610612752,NYK,22,16,6,240.0,92,609,240,41.5,4.09,4.02,0.151,5,0,6,0.4,0.0,0.667
2025-26,1631213,Tyrese Martin,1610612751,BKN,25,6,19,520.0,204,1061,470,71.6,4.05,3.28,0.192,13,0,27,1.0,0.0,0.556
2025-26,1630178,Tyrese Maxey,1610612755,PHI,23,13,10,917.0,724,2377,1049,169.5,4.28,3.75,0.305,5,4,12,0.4,0.5,0.667
2025-26,1642878,Tyrese Proctor,1610612739,CLE,20,11,9,236.0,101,394,199,25.9,3.95,3.78,0.256,3,0,11,0.667,0.0,0.182
2025-26,1630623,Tyson Etienne,1610612751,BKN,8,1,7,34.0,12,42,28,1.7,2.48,2.09,0.286,0,0,0,0.0,0.0,0.0
2025-26,1626145,Tyus Jones,1610612753,ORL,27,15,12,381.0,67,822,339,54.2,3.95,3.55,0.082,0,0,3,0.0,0.0,0.0
2025-26,1642845,VJ Edgecombe,1610612755,PHI,22,13,9,770.0,335,1593,788,84.2,3.17,2.51,0.21,15,2,42,0.8,0.0,0.738
2025-26,1641705,Victor Wembanyama,1610612759,SAS,14,10,4,454.0,351,928,595,38.8,2.51,1.38,0.378,72,66,93,0.5,0.409,0.946
2025-26,1631246,Vince Williams Jr.,1610612763,MEM,22,10,12,481.0,162,1143,487,72.9,3.83,3.01,0.142,7,2,25,0.857,0.0,0.8
2025-26,1630249,Vít Krejčí,1610612737,ATL,24,13,11,572.0,245,831,533,29.5,2.13,1.29,0.295,5,0,17,1.4,0.0,0.588
2025-26,1631117,Walker Kessler,1610612762,UTA,5,2,3,154.0,72,265,175,8.4,1.9,0.59,0.272,13,0,46,0.462,0.0,0.935
2025-26,1642383,Walter Clayton Jr.,1610612762,UTA,22,9,13,362.0,140,873,314,65.7,4.51,3.95,0.16,5,0,10,1.2,0.0,0.6
2025-26,1628976,Wendell Carter Jr.,1610612753,ORL,26,15,11,776.0,320,1056,714,26.2,1.49,0.41,0.303,73,8,151,0.356,0.5,0.815
2025-26,1631111,Wendell Moore Jr.,1610612765,DET,3,3,0,43.0,6,48,22,2.6,3.29,2.4,0.125,1,0,0,2.0,0.0,0.0
2025-26,1642954,Will Richard,1610612744,GSW,23,12,11,440.0,183,582,363,19.1,1.97,1.25,0.314,7,0,56,0.714,0.0,1.089
2025-26,1642860,Will Riley,1610612764,WAS,19,3,16,224.0,84,305,172,14.1,2.77,2.07,0.275,7,0,16,1.0,0.0,1.188
2025-26,1630214,Xavier Tillman,1610612738,BOS,11,7,4,103.0,31,134,83,3.5,1.55,0.67,0.231,2,0,13,0.0,0.0,1.0
2025-26,1642905,Yang Hansen,1610612757,POR,13,5,8,100.0,34,136,89,5.3,2.32,0.89,0.25,7,13,23,1.0,0.615,0.826
2025-26,1642949,Yanic Konan Niederhäuser,1610612746,LAC,12,3,9,60.0,33,77,48,2.3,1.79,0.66,0.429,6,3,23,1.0,0.667,0.913
2025-26,1642274,Yves Missi,1610612740,NOP,21,4,17,383.0,112,509,323,13.9,1.64,0.7,0.22,39,5,100,0.179,0.4,0.67
2025-26,1642258,Zaccharie Risacher,1610612737,ATL,25,14,11,612.0,274,706,474,22.7,1.93,1.12,0.388,15,1,50,1.267,0.0,1.36
2025-26,1628380,Zach Collins,1610612741,CHI,5,2,3,87.0,39,141,93,3.6,1.53,0.67,0.277,7,3,20,0.857,1.333,1.1
2025-26,1641744,Zach Edey,1610612763,MEM,11,7,4,284.0,150,401,250,8.7,1.3,0.22,0.374,28,47,144,0.25,0.809,0.882
2025-26,203897,Zach LaVine,1610612758,SAC,23,5,18,754.0,464,1263,707,63.3,3.01,2.25,0.367,7,5,27,1.429,0.4,0.741
2025-26,1630192,Zeke Nnaji,1610612743,DEN,16,14,2,132.0,34,131,73,3.2,1.46,0.41,0.26,7,2,18,0.857,0.0,1.167
2025-26,1630533,Ziaire Williams,1610612751,BKN,23,7,16,524.0,207,609,358,21.8,2.15,1.4,0.34,8,0,13,1.0,0.0,1.462
2025-26,1629627,Zion Williamson,1610612740,NOP,12,3,9,357.0,248,684,399,42.6,3.74,3.26,0.363,36,34,44,0.5,0.529,0.841
